# Written on  8Apr2024 at 15:12:57 
# Input file comment: k-mesh for interpolation of mp-1550
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
         1   0.000000000       0.000000000       0.000000000       6.183074664      0.5532829288E-02 -0.1134188924E-01  0.5054093535E-02
         1   0.000000000       0.000000000       0.000000000       6.183074848     -0.5214326831E-02  0.1056096425E-01 -0.4681825918E-02
         1   0.000000000       0.000000000       0.000000000       6.183076454     -0.3188535246E-03  0.7657879605E-03 -0.3801865307E-03
         2 -0.9566998284E-01  0.9566998284E-01 -0.9566998284E-01   5.549862388       3.811531134      -3.811479120       3.811468739    
         2 -0.9566998284E-01  0.9566998284E-01 -0.9566998284E-01   6.112826107      0.7261144267E-01  -1.183892399      0.1228912387    
         2 -0.9566998284E-01  0.9566998284E-01 -0.9566998284E-01   6.112827638      0.8469544917      0.2642545193      0.7967415256    
         3 -0.1913399772      0.1913399772     -0.1913399772       4.312235310       4.551425141      -4.551473503       4.551405027    
         3 -0.1913399772      0.1913399772     -0.1913399772       5.940562105     -0.1771443237      -1.693228598      0.5704133215    
         3 -0.1913399772      0.1913399772     -0.1913399772       5.940563373       1.568384329      0.3020569032      0.8208345081    
         4 -0.2870099600      0.2870099600     -0.2870099600       3.015882844       4.363992257      -4.363947107       4.364222825    
         4 -0.2870099600      0.2870099600     -0.2870099600       5.740276893      0.5454480513E-01  -1.838155205      0.1111751699    
         4 -0.2870099600      0.2870099600     -0.2870099600       5.740278396       1.281468617      0.5021054631       1.224589440    
         5 -0.3826799428      0.3826799428     -0.3826799428       1.860743647       3.603047460      -3.603073875       3.603078577    
         5 -0.3826799428      0.3826799428     -0.3826799428       5.568915793      0.3401863061E-01  -1.435591852      0.5058585548E-01
         5 -0.3826799428      0.3826799428     -0.3826799428       5.568917308      0.9794526200      0.4221210213      0.9628560632    
         6 -0.4783499372      0.4783499372     -0.4783499372       1.009487831       2.195436683      -2.195404764       2.195827593    
         6 -0.4783499372      0.4783499372     -0.4783499372       5.457337510     -0.1396786278E-01 -0.7639455925      0.4486337285E-01
         6 -0.4783499372      0.4783499372     -0.4783499372       5.457338922      0.5440300050      0.2338342331      0.4848121687    
         7 -0.5740199200      0.5740199200     -0.5740199200      0.6796251028     -0.6485101576E-04 -0.2585929713E-04 -0.9502897387E-04
         7 -0.5740199200      0.5740199200     -0.5740199200       5.418943698     -0.8275679457E-03 -0.7979673321E-03  0.1420573678E-03
         7 -0.5740199200      0.5740199200     -0.5740199200       5.418945264      0.8943634394E-03  0.8414794036E-03 -0.4429053112E-04
         8 -0.6696899029      0.6696899029     -0.6696899029       1.009487414      -2.195306801       2.195425027      -2.195667675    
         8 -0.6696899029      0.6696899029     -0.6696899029       5.457337633     -0.1896103574      0.6363863349      0.3129512685E-01
         8 -0.6696899029      0.6696899029     -0.6696899029       5.457340148     -0.3405766185     -0.1063031927     -0.5611361000    
         9 -0.7653598972      0.7653598972     -0.7653598972       1.860743726      -3.603194634       3.603133533      -3.603147374    
         9 -0.7653598972      0.7653598972     -0.7653598972       5.568915939     -0.1269454871       1.429259204      0.3627865841E-01
         9 -0.7653598972      0.7653598972     -0.7653598972       5.568917382     -0.8863871167     -0.4158621806      -1.049652977    
