occ,m_x,m_y,m_z,energy_gamma
1.000000000000000000e+00 1.540513073892904483e+00 -1.100785060982927832e-01 1.684100486512675854e+00 -1.039647394505232292e+01
1.000000000000000000e+00 -6.731988803320697601e-01 1.021581267665438303e-01 1.660598450124115999e+00 -1.022990843059573685e+01
1.000000000000000000e+00 4.441537926852525686e-01 1.195801020896208433e+00 1.554097230851437139e+00 -9.871089775044348258e+00
1.000000000000000000e+00 -1.778946913738854274e+00 -3.957787079774317540e-01 2.217961413966376139e+00 -8.019276985877354491e+00
1.000000000000000000e+00 6.106962885317984302e+01 7.004184941572930700e-01 2.383359991651275767e+00 -7.545582329378643927e+00
1.000000000000000000e+00 -8.010298666247797073e-01 -7.252101558071307741e-01 2.293653252460703484e+01 -5.696836418336380881e+00
1.000000000000000000e+00 -1.536882523536639900e+00 -7.643106234282869282e-01 -1.927080272237595482e+00 -5.015435068490505799e+00
1.000000000000000000e+00 -4.929645782021887968e+00 -8.199876362656567386e-01 -1.899915789584592174e+00 -4.958230952393635427e+00
1.000000000000000000e+00 4.696814693805265728e-01 2.173694638207399055e-01 -1.469317857441271524e+00 -3.355236095841352739e+00
1.000000000000000000e+00 5.342434503709877269e+00 -4.524426303637126834e-01 -4.429867434764865330e-01 -1.297997824104758502e+00
1.000000000000000000e+00 -4.730958781730461027e+01 3.012084028558771887e-01 -3.970808691187373007e-01 -9.064465573115638719e-01
1.000000000000000000e+00 5.935988169389890601e+00 5.828318441939377870e+00 1.412819980081058580e+00 3.321180811599968585e-01
1.000000000000000000e+00 -4.052483186793559611e+01 -1.428404802426468612e+00 4.438636310908592453e-01 9.423428994842365514e-01
1.000000000000000000e+00 -4.559186937651595883e+00 1.153205616006983014e+01 7.088317832962440779e-01 1.046969045755328009e+00
1.000000000000000000e+00 4.289477096868931305e+00 -9.192384043808512484e-01 -9.381938444262440946e-01 1.445516738785094679e+00
1.000000000000000000e+00 -1.089086809162472580e+00 -3.831135900568753971e-01 -1.857906654677452307e+00 1.676848238446922323e+00
1.000000000000000000e+00 7.175870841711632364e-01 2.287075854939920605e-01 4.634011383143041840e-01 1.929055779344085009e+00
1.000000000000000000e+00 -6.903394524947143118e+00 -9.380351453161528408e-01 -2.241057604650988355e-01 3.087752796386450171e+00
1.000000000000000000e+00 -1.993390841199137897e+00 -5.188797196910735821e+00 1.709723308338357284e-01 3.312837935919103138e+00
1.000000000000000000e+00 -2.289815782614981643e+00 -2.240112490590048244e-01 5.215878323578480469e+00 3.628339231580968605e+00
1.000000000000000000e+00 -2.424171740366480587e-01 1.882635973694492204e+00 -3.176395163270136379e+00 3.891311524160192548e+00
1.000000000000000000e+00 2.536364512907229862e-01 -8.802095079776239839e-01 1.707650573251655368e+00 4.202990071591832688e+00
1.000000000000000000e+00 -1.699906228786400675e+02 2.812664440403578325e-01 5.760027434107406918e+00 4.544540854920216866e+00
1.000000000000000000e+00 -1.317229816159685818e+00 -1.494854489056394842e+00 7.562048504638048563e+00 5.473238800929647319e+00
1.000000000000000000e+00 1.141475208213031944e+00 -2.355445956345906255e-01 -2.581892652783818409e+00 8.040739084161851125e+00
1.000000000000000000e+00 -1.342569371002874057e+01 2.076282304830489867e-01 -1.188510170470099769e+00 8.319036603565830745e+00
1.000000000000000000e+00 -1.604907257313820335e+00 -6.871818034095390493e-01 -3.675510295602523403e+00 9.376663482670794636e+00
1.000000000000000000e+00 -4.033728797285820455e+00 9.419753409592974691e-01 1.014884507017292270e+00 9.742427561295817995e+00
