# Written on  8Apr2024 at 15:13:29 
# Input file comment: k-mesh for interpolation of mp-1672
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
         1   0.000000000       0.000000000       0.000000000       5.978981763      0.2900438402     -0.3747712987      0.1189786986    
         1   0.000000000       0.000000000       0.000000000       5.978981801     -0.3640982765      0.3796578338     -0.1909622551    
         1   0.000000000       0.000000000       0.000000000       5.978981875      0.7405315063E-01 -0.4887200867E-02  0.7198121845E-01
         2 -0.9178297703E-01  0.9178297703E-01 -0.9178297703E-01   5.655854376       2.259100128      -2.171220291       2.218767050    
         2 -0.9178297703E-01  0.9178297703E-01 -0.9178297703E-01   5.873483098      0.6069407554     -0.5720681306      0.9557384211    
         2 -0.9178297703E-01  0.9178297703E-01 -0.9178297703E-01   5.873483127      0.7186781964     -0.8414318282      0.4101952506    
         3 -0.1835659651      0.1835659651     -0.1835659651       4.942195486       2.995803222      -2.784190697       2.926823200    
         3 -0.1835659651      0.1835659651     -0.1835659651       5.616747656       1.239259733     -0.6724229511       1.259850241    
         3 -0.1835659651      0.1835659651     -0.1835659651       5.616747668      0.7458972822      -1.524346031      0.7943019621    
         4 -0.2753489421      0.2753489421     -0.2753489421       4.167279503       2.717844475      -2.395205526       2.540659094    
         4 -0.2753489421      0.2753489421     -0.2753489421       5.318830654       1.151987218      -1.215058255      0.6436854598    
         4 -0.2753489421      0.2753489421     -0.2753489421       5.318830683      0.9050546652      -1.164622698       1.590538959    
         5 -0.3671319191      0.3671319191     -0.3671319191       3.506658050       2.227608300      -2.090099424       2.410007859    
         5 -0.3671319191      0.3671319191     -0.3671319191       5.062272085      0.3936643006     -0.7473513284      0.6870791586    
         5 -0.3671319191      0.3671319191     -0.3671319191       5.062272191       1.015308732     -0.7991314693      0.5394785492    
         6 -0.4589149072      0.4589149072     -0.4589149072       3.064049148      0.9225148564      -1.148904001      0.7662994590    
         6 -0.4589149072      0.4589149072     -0.4589149072       4.893524613      0.5808826757     -0.3803707122      0.7166571243    
         6 -0.4589149072      0.4589149072     -0.4589149072       4.893524816      0.4569401934     -0.4310639764      0.4773938298    
         7 -0.5506978842      0.5506978842     -0.5506978842       2.907843482     -0.7033609161E-01 -0.5117427538     -0.4786883196    
         7 -0.5506978842      0.5506978842     -0.5506978842       4.835054790      0.6858975765E-01  0.6209213255      0.5909508368    
         7 -0.5506978842      0.5506978842     -0.5506978842       4.835054820      0.1747442918E-02 -0.1091771224     -0.1122623574    
         8 -0.6424808612      0.6424808612     -0.6424808612       3.064049086     -0.9518173128      0.5722750563     -0.6908400730    
