# Written on  8Apr2024 at 15:14:36 
# Input file comment: k-mesh for interpolation of mp-612118
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
         1   0.000000000       0.000000000       0.000000000      -3.144048477      0.4394241341E-05  0.8302911860E-05  0.1095795190E-04
         1   0.000000000       0.000000000       0.000000000      -3.144046815     -0.7089489250E-05  0.1026552866E-04  0.4422044200E-05
         1   0.000000000       0.000000000       0.000000000      -3.144046545     -0.6820435599E-05  0.1202853889E-04 -0.1021642344E-04
         2 -0.7747225484E-01  0.7747225484E-01 -0.7747225484E-01  -3.220058982      0.6341669368     -0.6341593296      0.6341635810    
         2 -0.7747225484E-01  0.7747225484E-01 -0.7747225484E-01  -3.151482506      0.5777430524E-01 -0.1190841055      0.1145556163E-01
         2 -0.7747225484E-01  0.7747225484E-01 -0.7747225484E-01  -3.151480649      0.6777381199E-01 -0.6463788422E-02  0.1140986212    
         3 -0.1549445097      0.1549445097     -0.1549445097      -3.422572214       1.063706632      -1.063715619       1.063709731    
         3 -0.1549445097      0.1549445097     -0.1549445097      -3.172156536      0.1110458703     -0.1855657011      0.3897646363E-01
         3 -0.1549445097      0.1549445097     -0.1549445097      -3.172155989      0.1126801239     -0.3816627509E-01  0.1847477934    
         4 -0.2324167645      0.2324167645     -0.2324167645      -3.692577495       1.213881663      -1.213876788       1.213893924    
         4 -0.2324167645      0.2324167645     -0.2324167645      -3.201631779     -0.3287967662E-01 -0.2135070219      0.2312804896    
         4 -0.2324167645      0.2324167645     -0.2324167645      -3.201631513      0.3074866820     -0.6109826592E-01  0.4333653183E-01
         5 -0.3098890302      0.3098890302     -0.3098890302      -3.967623302       1.117107721      -1.117114989       1.117096953    
         5 -0.3098890302      0.3098890302     -0.3098890302      -3.233814205     -0.3058304065E-01 -0.2467974393      0.1887362995    
         5 -0.3098890302      0.3098890302     -0.3098890302      -3.233813433      0.3005488569     -0.2315849878E-01  0.8121730755E-01
         6 -0.3873612851      0.3873612851     -0.3873612851      -4.197878680      0.8398946763     -0.8399002871      0.8398918608    
