# Written on  8Apr2024 at 15:17:11 
# Input file comment: k-mesh for interpolation of mp-23251
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
         1   0.000000000       0.000000000       0.000000000       1.115549029      0.8739578891E-05  0.1744868523E-04  0.3279553457E-05
         1   0.000000000       0.000000000       0.000000000       1.115549069     -0.1124314312E-04  0.1266898227E-04  0.1040801730E-04
         1   0.000000000       0.000000000       0.000000000       1.115549162     -0.1197574857E-04 -0.3476532791E-06  0.9830706382E-05
         2 -0.7946459835E-01  0.7946459835E-01 -0.7946459835E-01   1.008657278      0.8485638518     -0.8485528792      0.8485651544    
         2 -0.7946459835E-01  0.7946459835E-01 -0.7946459835E-01   1.091057057      0.1953410717     -0.1928418289      0.2103530710    
         2 -0.7946459835E-01  0.7946459835E-01 -0.7946459835E-01   1.091058204      0.2036712996     -0.2061831677      0.1886722725    
         3 -0.1589292062      0.1589292062     -0.1589292062      0.7464723910       1.268954722      -1.268959287       1.268955870    
         3 -0.1589292062      0.1589292062     -0.1589292062       1.025651507      0.2590321777     -0.3686155176      0.3754729306    
         3 -0.1589292062      0.1589292062     -0.1589292062       1.025652135      0.4097236146     -0.3001358886      0.2932552223    
         4 -0.2383938046      0.2383938046     -0.2383938046      0.4382277818       1.257680058      -1.257681510       1.257679099    
         4 -0.2383938046      0.2383938046     -0.2383938046      0.9396164750      0.4178988808     -0.3252612000      0.3669901966    
         4 -0.2383938046      0.2383938046     -0.2383938046      0.9396169131      0.3222114641     -0.4148436049      0.3731073564    
         5 -0.3178584030      0.3178584030     -0.3178584030      0.1689184145      0.9668074338     -0.9668081693      0.9668090614    
         5 -0.3178584030      0.3178584030     -0.3178584030      0.8570449882      0.2495587348     -0.3099571335      0.3643709308    
         5 -0.3178584030      0.3178584030     -0.3178584030      0.8570450564      0.3663625964     -0.3059667955      0.2515556893    
         6 -0.3973230108      0.3973230108     -0.3973230108     -0.1036471399E-01  0.5189994135     -0.5189976778      0.5189988959    
         6 -0.3973230108      0.3973230108     -0.3973230108      0.7986061416      0.1855688052     -0.1377513490      0.1954784017    
         6 -0.3973230108      0.3973230108     -0.3973230108      0.7986074688      0.1603021195     -0.2081140077      0.1503918568    
         7 -0.4767876092      0.4767876092     -0.4767876092     -0.7291204197E-01  0.3640999790E-06 -0.1491602282E-05  0.1145162235E-05
         7 -0.4767876092      0.4767876092     -0.4767876092      0.7776082304      0.3050903978E-05 -0.6732592256E-05  0.3681551865E-05
         7 -0.4767876092      0.4767876092     -0.4767876092      0.7776086102      0.2707431415E-05 -0.2928667204E-05  0.2385815491E-05
         8 -0.5562522076      0.5562522076     -0.5562522076     -0.1036486544E-01 -0.5189993529      0.5189989315     -0.5189995745    
         8 -0.5562522076      0.5562522076     -0.5562522076      0.7986060129     -0.1806553212      0.1890452880     -0.1491091532    
         8 -0.5562522076      0.5562522076     -0.5562522076      0.7986060888     -0.1652182847      0.1568295449     -0.1967659713    
         9 -0.6357168154      0.6357168154     -0.6357168154      0.1689183228     -0.9668069972      0.9668091428     -0.9668101787    
         9 -0.6357168154      0.6357168154     -0.6357168154      0.8570449966     -0.2781801126      0.3600215516     -0.2856875005    
         9 -0.6357168154      0.6357168154     -0.6357168154      0.8570454611     -0.3377481114      0.2559033610     -0.3302431446    
        10 -0.7151814138      0.7151814138     -0.7151814138      0.4382278018      -1.257679070       1.257677646      -1.257680696    
        10 -0.7151814138      0.7151814138     -0.7151814138      0.9396165244     -0.3682878966      0.2973869101     -0.4444692733    
        10 -0.7151814138      0.7151814138     -0.7151814138      0.9396165919     -0.3718005109      0.4427120868     -0.2956277412    
        11 -0.7946460122      0.7946460122     -0.7946460122      0.7464722746      -1.268960478       1.268958437      -1.268956365    
        11 -0.7946460122      0.7946460122     -0.7946460122       1.025651555     -0.3917220101      0.3536637510     -0.2577573898    
        11 -0.7946460122      0.7946460122     -0.7946460122       1.025651624     -0.2770518552      0.3150819202     -0.4110078237    
        12 -0.8741106200      0.8741106200     -0.8741106200       1.008657352     -0.8485612054      0.8485483796     -0.8485668518    
        12 -0.8741106200      0.8741106200     -0.8741106200       1.091057080     -0.2068579820      0.2196080427     -0.1720437111    
        12 -0.8741106200      0.8741106200     -0.8741106200       1.091059357     -0.1921707754      0.1793704604     -0.2269652343    
        13  0.7946459835E-01  0.7946459835E-01  0.7946459835E-01   1.008657295     -0.8485656789     -0.8485643173     -0.8485534324    
        13  0.7946459835E-01  0.7946459835E-01  0.7946459835E-01   1.091057136     -0.2102498685     -0.1567412219     -0.2315459640    
        13  0.7946459835E-01  0.7946459835E-01  0.7946459835E-01   1.091057634     -0.1887867719     -0.2422603038     -0.1674904164    
        14   0.000000000      0.1589291967       0.000000000      0.9655447515     -0.1150832237E-04  -1.699620592      0.2128073095E-06
        14   0.000000000      0.1589291967       0.000000000       1.090900997      0.8657183854E-06 -0.2972329738      0.3801384120E-05
        14   0.000000000      0.1589291967       0.000000000       1.090901850      0.8361901970E-05 -0.2972271693      0.8073981256E-05
        15 -0.7946460789E-01  0.2383938046     -0.7946460789E-01  0.7701915553      0.5862715560      -1.883496475      0.5862801527    
        15 -0.7946460789E-01  0.2383938046     -0.7946460789E-01   1.037411554      0.2767283987     -0.4233523199      0.2767392807    
        15 -0.7946460789E-01  0.2383938046     -0.7946460789E-01   1.046494535      0.2012966444     -0.3864710933      0.2013368797    
        16 -0.1589292062      0.3178584030     -0.1589292062      0.5071554090      0.9342902869      -1.529352435      0.9342867402    
        16 -0.1589292062      0.3178584030     -0.1589292062      0.9478279304      0.3313916051     -0.5449299510      0.3313925350    
        16 -0.1589292062      0.3178584030     -0.1589292062      0.9720308246      0.3206211662     -0.3963586197      0.3206326300    
        17 -0.2383938046      0.3973230013     -0.2383938046      0.2528238976      0.9781210038     -0.9312471228      0.9781232231    
        17 -0.2383938046      0.3973230013     -0.2383938046      0.8553143256      0.2419908097     -0.5834151455      0.2419899665    
        17 -0.2383938046      0.3973230013     -0.2383938046      0.8893003828      0.3324840732     -0.3328581099      0.3324812994    
        18 -0.3178584125      0.4767876092     -0.3178584125      0.6263068245E-01  0.7693237174     -0.2930507353      0.7693232119    
        18 -0.3178584125      0.4767876092     -0.3178584125      0.7851430165      0.7684570891E-01 -0.5113182374      0.7684149286E-01
        18 -0.3178584125      0.4767876092     -0.3178584125      0.8200833019      0.2444696255     -0.2201119441      0.2444672547    
        19 -0.3973230108      0.5562522076     -0.3973230108     -0.3068432181E-01  0.3812781677      0.2751097121      0.3812785711    
        19 -0.3973230108      0.5562522076     -0.3973230108      0.7533347122     -0.1141920012     -0.3508190599     -0.1141935199    
        19 -0.3973230108      0.5562522076     -0.3973230108      0.7809333212      0.8486991196E-01 -0.8786391982E-01  0.8487063740E-01
        20 -0.4767876092      0.6357168059     -0.4767876092     -0.1287899950E-01 -0.1142445597      0.7025546191     -0.1142457729    
        20 -0.4767876092      0.6357168059     -0.4767876092      0.7661786693     -0.2918572741     -0.1449329130     -0.2918582233    
        20 -0.4767876092      0.6357168059     -0.4767876092      0.7806820871     -0.1082943658      0.3509330606E-01 -0.1082972671    
        21 -0.5562522171      0.7151814138     -0.5562522171      0.1138567354     -0.6437940140      0.9318778931     -0.6437926484    
        21 -0.5562522171      0.7151814138     -0.5562522171      0.8195174717     -0.2924859636      0.1226426349     -0.2924854277    
        21 -0.5562522171      0.7151814138     -0.5562522171      0.8204073443     -0.4223020916      0.5503192835E-01 -0.4223013166    
        22 -0.6357168154      0.7946460122     -0.6357168154      0.3305133466      -1.121539501      0.9101550897      -1.121535601    
        22 -0.6357168154      0.7946460122     -0.6357168154      0.8888392742     -0.4245286067      0.1525711653     -0.4245285005    
        22 -0.6357168154      0.7946460122     -0.6357168154      0.9034463071     -0.4772251434      0.1907958748     -0.4772232161    
