Pb 0.2617406537557162 0.5644387745894629 
Pb 0.25810663649877585 0.5647224844423799 
Pb 0.25758227836793657 0.564294065585572 
Pb 0.26337017208622054 0.5619210052014368 
Br 1.932197934021487 0.2217176993543521 
Br 1.930178553335038 0.22265968709021552 
Br 1.9776667159244892 0.23036073199235316 
Br 1.9808233781947056 0.2286901148874753 
Br 1.9255367164257378 0.23472120352505935 
Br 1.9450987581524934 0.23650274447184239 
Br 1.9488806858269325 0.23723140086032304 
Br 1.9498047267562488 0.23755350268501454 
