# Written on  8Apr2024 at 15:17:23 
# Input file comment: k-mesh for interpolation of mp-23037
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
         1   0.000000000       0.000000000       0.000000000     -0.5657462950     -0.1158092161E-05 -0.9470600696E-06  0.1103134549E-05
         1   0.000000000       0.000000000       0.000000000     -0.5657462558     -0.9395160091E-05  0.6912806105E-05  0.3622920918E-05
         1   0.000000000       0.000000000       0.000000000     -0.5657460213      0.1021573714E-04 -0.5734251641E-05 -0.4218333195E-05
         1   0.000000000       0.000000000       0.000000000       1.394719338      0.5023707764E-06  0.5449953707E-06  0.2992276451E-06
         1   0.000000000       0.000000000       0.000000000       1.394719415      0.5515006580E-06 -0.1038929025E-05  0.1399209847E-06
         1   0.000000000       0.000000000       0.000000000       1.394719580      0.5530136806E-06  0.1533557819E-06 -0.7307772463E-06
         1   0.000000000       0.000000000       0.000000000       1.481783876      0.1571430951E-05  0.2147475671E-05 -0.2596352639E-05
         1   0.000000000       0.000000000       0.000000000       1.481783929     -0.3856581457E-06  0.1494631314E-05  0.1478816249E-05
         1   0.000000000       0.000000000       0.000000000       1.481784013      0.1471882389E-05 -0.1521550708E-05  0.2125560398E-05
         2   0.000000000       0.000000000      0.1382781223     -0.5552327855      0.5905341833E-06  0.5231852531E-07  0.1451344174    
         2   0.000000000       0.000000000      0.1382781223     -0.5552327147     -0.6409617775E-06  0.1001213547E-05  0.1451341368    
         2   0.000000000       0.000000000      0.1382781223     -0.2436740503     -0.3092304053E-06 -0.5915163633E-07   4.167585396    
         2   0.000000000       0.000000000      0.1382781223       1.379192479      0.1218801953E-04  0.1129024325E-04 -0.2117660919    
         2   0.000000000       0.000000000      0.1382781223       1.381291944     -0.1472661767E-04  0.1582201474E-05 -0.1859916570    
         2   0.000000000       0.000000000      0.1382781223       1.381291993      0.3344728222E-05 -0.1221340651E-04 -0.1859910281    
         2   0.000000000       0.000000000      0.1382781223       1.467521715     -0.8196827378E-06  0.1147900469E-05 -0.1940617594    
         2   0.000000000       0.000000000      0.1382781223       1.467521921      0.6708076749E-06 -0.2179458585E-05 -0.1940626435    
         2   0.000000000       0.000000000      0.1382781223       1.478812464     -0.1182455153E-05  0.3152430441E-06  0.3926340219E-01
         3   0.000000000       0.000000000      0.2765562446     -0.5292509408     -0.5316966394E-05  0.4191958933E-05  0.2122529097    
         3   0.000000000       0.000000000      0.2765562446     -0.5292509010      0.4780733157E-05 -0.4121215564E-05  0.2122531717    
         3   0.000000000       0.000000000      0.2765562446      0.3942003827      0.8385832671E-07  0.4370741253E-07   4.315123316    
         3   0.000000000       0.000000000      0.2765562446       1.342382846     -0.6919367977E-05  0.3842291910E-05 -0.2919385977    
         3   0.000000000       0.000000000      0.2765562446       1.347750541     -0.1316649440E-04  0.7047308187E-05 -0.2757488150    
         3   0.000000000       0.000000000      0.2765562446       1.347750956      0.2061596809E-04 -0.1228891798E-04 -0.2757475810    
         3   0.000000000       0.000000000      0.2765562446       1.433971804     -0.1803311171E-05  0.2797809012E-05 -0.2647255474    
         3   0.000000000       0.000000000      0.2765562446       1.433971954      0.3478006182E-05 -0.2762769800E-05 -0.2647285114    
         3   0.000000000       0.000000000      0.2765562446       1.547529055      0.9909725075E-06 -0.8903516323E-06   1.299498967    
         4   0.000000000       0.000000000      0.4148343670     -0.5023541413      0.5391595039E-05 -0.3372561824E-05  0.1555505079    
         4   0.000000000       0.000000000      0.4148343670     -0.5023540909     -0.5198671635E-05  0.5854183500E-05  0.1555515021    
         4   0.000000000       0.000000000      0.4148343670      0.7882676198      0.6564537674E-07 -0.3980579636E-06   1.335450789    
         4   0.000000000       0.000000000      0.4148343670       1.306485460      0.2757314924E-05 -0.3447783084E-05 -0.2014003969    
         4   0.000000000       0.000000000      0.4148343670       1.312663698      0.8506056169E-05 -0.1309180543E-04 -0.2034923503    
         4   0.000000000       0.000000000      0.4148343670       1.312663879     -0.9606449372E-05  0.1752899739E-04 -0.2034887234    
         4   0.000000000       0.000000000      0.4148343670       1.401546670      0.2068519900E-05 -0.2414316692E-05 -0.1813358650    
         4   0.000000000       0.000000000      0.4148343670       1.401547064     -0.1988255625E-05  0.2214136606E-05 -0.1813357731    
         4   0.000000000       0.000000000      0.4148343670       1.897310540     -0.2471856503E-06 -0.1814662458E-05   3.291964819    
         5   0.000000000       0.000000000      0.5531124893     -0.4909217536     -0.4449535560E-06  0.1858417206E-05 -0.4208910677E-06
         5   0.000000000       0.000000000      0.5531124893     -0.4909216994      0.1541973419E-05 -0.7978771823E-06  0.2938507916E-06
         5   0.000000000       0.000000000      0.5531124893      0.8613604296      0.1362764620E-05 -0.1592695314E-05  0.3250924592E-06
         5   0.000000000       0.000000000      0.5531124893       1.291871079     -0.5843817362E-05  0.8228770851E-05 -0.9580212085E-06
         5   0.000000000       0.000000000      0.5531124893       1.297700933      0.1026646621E-03 -0.9716664873E-04  0.1851208147E-05
         5   0.000000000       0.000000000      0.5531124893       1.297701048     -0.9622021087E-04  0.8837981934E-04  0.1260848130E-06
         5   0.000000000       0.000000000      0.5531124893       1.388400482      0.5069794210E-06  0.4653536270E-06 -0.1629388815E-05
         5   0.000000000       0.000000000      0.5531124893       1.388400674      0.8388725381E-06 -0.1293331706E-05 -0.1134003000E-06
         5   0.000000000       0.000000000      0.5531124893       2.180106310      0.1452955993E-05 -0.1465792974E-05 -0.4588770591E-06
         6   0.000000000       0.000000000      0.6913906116     -0.5023541543     -0.1886777848E-05  0.2819976194E-05 -0.1555503487    
         6   0.000000000       0.000000000      0.6913906116     -0.5023540848      0.1131982814E-05 -0.1728880863E-05 -0.1555513874    
         6   0.000000000       0.000000000      0.6913906116      0.7882676316     -0.1108891898E-05  0.7720316504E-06  -1.335451291    
         6   0.000000000       0.000000000      0.6913906116       1.306485446      0.5036418517E-05 -0.8193636497E-05  0.2014028361    
         6   0.000000000       0.000000000      0.6913906116       1.312663809     -0.5209908244E-04  0.5303241640E-04  0.2034897239    
         6   0.000000000       0.000000000      0.6913906116       1.312663956      0.4440942794E-04 -0.4659974317E-04  0.2034887643    
         6   0.000000000       0.000000000      0.6913906116       1.401546706     -0.2552420121E-05  0.9377356616E-06  0.1813366959    
         6   0.000000000       0.000000000      0.6913906116       1.401546840      0.9574311323E-06 -0.2138185928E-05  0.1813367530    
         6   0.000000000       0.000000000      0.6913906116       1.897310472     -0.1653433253E-05 -0.9221156095E-06  -3.291964804    
         7   0.000000000       0.000000000      0.8296687339     -0.5292509269      0.1704187656E-05 -0.1935799657E-05 -0.2122529701    
         7   0.000000000       0.000000000      0.8296687339     -0.5292508868     -0.1508004488E-05  0.1233483157E-05 -0.2122532589    
         7   0.000000000       0.000000000      0.8296687339      0.3942004118     -0.3313727567E-07  0.6297996929E-06  -4.315122733    
         7   0.000000000       0.000000000      0.8296687339       1.342383116      0.1080001516E-05 -0.1723228685E-04  0.2919382198    
         7   0.000000000       0.000000000      0.8296687339       1.347750571      0.2776568970E-04 -0.3775902824E-04  0.2757470574    
         7   0.000000000       0.000000000      0.8296687339       1.347750691     -0.2784133589E-04  0.5353020657E-04  0.2757489336    
         7   0.000000000       0.000000000      0.8296687339       1.433971787     -0.4619156604E-06  0.4419805176E-06  0.2647259662    
         7   0.000000000       0.000000000      0.8296687339       1.433972053      0.2389524093E-06 -0.1392379887E-06  0.2647277138    
         7   0.000000000       0.000000000      0.8296687339       1.547528992      0.2799313102E-05  0.2720535210E-06  -1.299498481    
         8   0.000000000       0.000000000      0.9679468562     -0.5552327946     -0.2146460571E-05  0.1816565389E-05 -0.1451349488    
         8   0.000000000       0.000000000      0.9679468562     -0.5552327585      0.1064778207E-05 -0.2001539230E-05 -0.1451341072    
         8   0.000000000       0.000000000      0.9679468562     -0.2436740218     -0.7215988815E-06  0.9556336269E-07  -4.167585827    
         8   0.000000000       0.000000000      0.9679468562       1.379192398      0.7130455876E-05 -0.1345648207E-04  0.2117636528    
         8   0.000000000       0.000000000      0.9679468562       1.381291977      0.1848657706E-04 -0.2361772198E-04  0.1859937113    
         8   0.000000000       0.000000000      0.9679468562       1.381292083     -0.2482199352E-04  0.3657862756E-04  0.1859916140    
         8   0.000000000       0.000000000      0.9679468562       1.467521673     -0.5506408824E-05  0.6322441163E-05  0.1940618959    
         8   0.000000000       0.000000000      0.9679468562       1.467521724      0.5919228554E-05 -0.4219438565E-05  0.1940608694    
         8   0.000000000       0.000000000      0.9679468562       1.478812568      0.1336447055E-06 -0.5314889870E-06 -0.3926248492E-01
         9   0.000000000      0.1382781223       0.000000000     -0.5552327663      0.3262894467E-05  0.1451340632     -0.2663596935E-05
         9   0.000000000      0.1382781223       0.000000000     -0.5552327019     -0.2701694462E-05  0.1451358143      0.2637183446E-05
         9   0.000000000      0.1382781223       0.000000000     -0.2436740331     -0.5164134515E-06   4.167585558     -0.3262235854E-06
         9   0.000000000      0.1382781223       0.000000000       1.379192451      0.6006468247E-05 -0.2117644651     -0.2146545891E-04
         9   0.000000000      0.1382781223       0.000000000       1.381291936     -0.1432609388E-04 -0.1859903593      0.2112248858E-04
         9   0.000000000      0.1382781223       0.000000000       1.381292050      0.9870587693E-05 -0.1859926262      0.1781294634E-05
         9   0.000000000      0.1382781223       0.000000000       1.467521713      0.4426329512E-05 -0.1940625532     -0.3807219080E-05
         9   0.000000000      0.1382781223       0.000000000       1.467521979     -0.3331009163E-05 -0.1940620932      0.3032488496E-05
         9   0.000000000      0.1382781223       0.000000000       1.478812437      0.1612377059E-06  0.3926284015E-01 -0.1562131894E-06
        10   0.000000000      0.1382781223      0.1382781223     -0.5438008104      0.6468558981E-06  0.1579315558      0.1579312273    
        10   0.000000000      0.1382781223      0.1382781223     -0.3733391455     -0.6447373141E-06   1.355600693       1.355602170    
        10   0.000000000      0.1382781223      0.1382781223     -0.1134425043      0.7536180685E-06   2.725725938       2.725724308    
        10   0.000000000      0.1382781223      0.1382781223       1.310373928     -0.5658765808E-06 -0.6026502817     -0.6026511525    
        10   0.000000000      0.1382781223      0.1382781223       1.368358561      0.4692694939E-06 -0.1792221464     -0.1792224934    
        10   0.000000000      0.1382781223      0.1382781223       1.407261246      0.2564128473E-06  0.4301880409E-01  0.4301742025E-01
        10   0.000000000      0.1382781223      0.1382781223       1.451975629     -0.2564031369E-05 -0.2119013330     -0.2119023864    
        10   0.000000000      0.1382781223      0.1382781223       1.459127665      0.1658788712E-05  0.5577562003E-01  0.5577535014E-01
        10   0.000000000      0.1382781223      0.1382781223       1.499143854      0.2889642487E-07  0.1660010055      0.1659999102    
        11   0.000000000      0.1382781223      0.2765562446     -0.5154736672      0.4696475072E-06  0.1906785655      0.2318709031    
        11   0.000000000      0.1382781223      0.2765562446     -0.2826334080      0.4676971568E-06   3.145341566      0.3603593225    
        11   0.000000000      0.1382781223      0.2765562446      0.4276260758      0.6475526741E-06  0.5389455079       3.920697800    
        11   0.000000000      0.1382781223      0.2765562446       1.231792631      0.4238858524E-06 -0.8672320040     -0.4608539270    
        11   0.000000000      0.1382781223      0.2765562446       1.335923993      0.6596063103E-06 -0.1632693836     -0.2680572440    
        11   0.000000000      0.1382781223      0.2765562446       1.401621796     -0.8972859880E-06  0.1087667200     -0.8797461428E-01
        11   0.000000000      0.1382781223      0.2765562446       1.415263153      0.2758132273E-07 -0.2567578926     -0.2898296669    
        11   0.000000000      0.1382781223      0.2765562446       1.477267012      0.1299128854E-05  0.6869414826      0.1378479925E-01
        11   0.000000000      0.1382781223      0.2765562446       1.572629031      0.5608706857E-06  0.3334537114       1.401091333    
        12   0.000000000      0.1382781223      0.4148343670     -0.4860278267      0.1072760768E-06  0.2263952306      0.1706639990    
        12   0.000000000      0.1382781223      0.4148343670     -0.2438895437     -0.1954176897E-06   3.439707264      0.2033655627    
        12   0.000000000      0.1382781223      0.4148343670      0.7749517196     -0.1692678912E-06 -0.1906143079       1.081667304    
        12   0.000000000      0.1382781223      0.4148343670       1.193999352     -0.2774953475E-06 -0.6884541723     -0.1094449792    
        12   0.000000000      0.1382781223      0.4148343670       1.301514436     -0.6051422469E-06 -0.1527783201     -0.2015801845    
        12   0.000000000      0.1382781223      0.4148343670       1.379866134     -0.2300007571E-05 -0.2996011863     -0.1970577809    
        12   0.000000000      0.1382781223      0.4148343670       1.389633232      0.2576816798E-05  0.3073279726E-01 -0.6883091090E-01
        12   0.000000000      0.1382781223      0.4148343670       1.464952356      0.3052846462E-06   1.053629236     -0.1252833175    
        12   0.000000000      0.1382781223      0.4148343670       1.938952463      0.8970592531E-06  0.6484360362       3.370471452    
        13   0.000000000      0.1382781223      0.5531124893     -0.4734728689      0.3721979834E-06  0.2421683550     -0.3585456203E-06
        13   0.000000000      0.1382781223      0.5531124893     -0.2291107028     -0.1304268530E-06   3.511624539     -0.8445736052E-06
        13   0.000000000      0.1382781223      0.5531124893      0.8303626436     -0.4877340448E-06 -0.4409332488     -0.1017499664E-06
        13   0.000000000      0.1382781223      0.5531124893       1.188242225     -0.1779509778E-05 -0.4693365836     -0.5955038976E-06
        13   0.000000000      0.1382781223      0.5531124893       1.286619379     -0.5034892095E-06 -0.1516248273     -0.5236392550E-06
        13   0.000000000      0.1382781223      0.5531124893       1.365618397     -0.4579909975E-06 -0.3153472173     -0.2181214027E-07
        13   0.000000000      0.1382781223      0.5531124893       1.384835350      0.2279514065E-05 -0.5805204039E-01 -0.5364183968E-06
        13   0.000000000      0.1382781223      0.5531124893       1.454515112      0.3464291517E-06   1.216982557     -0.1119226885E-05
        13   0.000000000      0.1382781223      0.5531124893       2.226978551      0.3530620042E-06  0.7193647928      0.7758970819E-06
        14   0.000000000      0.1382781223      0.6913906116     -0.4860278556      0.1775975320E-06  0.2263950785     -0.1706634931    
        14   0.000000000      0.1382781223      0.6913906116     -0.2438896022     -0.2563533081E-06   3.439707229     -0.2033644944    
        14   0.000000000      0.1382781223      0.6913906116      0.7749517468      0.1533349945E-05 -0.1906151577      -1.081666594    
        14   0.000000000      0.1382781223      0.6913906116       1.193999244      0.7743908765E-07 -0.6884534180      0.1094452568    
