# Written on  8Apr2024 at 15:15:40 
# Input file comment: k-mesh for interpolation of mp-22903
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
         1   0.000000000       0.000000000       0.000000000       2.455825024      0.6227970091E-07  0.2744563008E-05  0.1940043281E-05
         1   0.000000000       0.000000000       0.000000000       2.455825099     -0.2187218645E-05  0.2119338879E-05 -0.5831738583E-05
         1   0.000000000       0.000000000       0.000000000       2.455825254     -0.4949304252E-06 -0.1574070934E-05  0.3269920593E-05
         2 -0.7092590970E-01  0.7092590970E-01 -0.7092590970E-01   2.359960272      0.8518047340     -0.8518055789      0.8518014498    
         2 -0.7092590970E-01  0.7092590970E-01 -0.7092590970E-01   2.431634763      0.2624654423     -0.2398730801      0.1591890917    
         2 -0.7092590970E-01  0.7092590970E-01 -0.7092590970E-01   2.431635121      0.1785638960     -0.2011466435      0.2818176225    
         3 -0.1418518279      0.1418518279     -0.1418518279       2.125547084       1.268738674      -1.268738619       1.268746159    
         3 -0.1418518279      0.1418518279     -0.1418518279       2.367311096      0.4520636415     -0.3262199138      0.3236993985    
         3 -0.1418518279      0.1418518279     -0.1418518279       2.367311224      0.2825859521     -0.4084321396      0.4109652403    
         4 -0.2127777376      0.2127777376     -0.2127777376       1.850944490       1.253383499      -1.253384438       1.253388850    
         4 -0.2127777376      0.2127777376     -0.2127777376       2.283266796      0.2942208231     -0.5382652510      0.3781211412    
         4 -0.2127777376      0.2127777376     -0.2127777376       2.283266944      0.5128513125     -0.2688029127      0.4289508970    
         5 -0.2837036473      0.2837036473     -0.2837036473       1.611655625      0.9614962950     -0.9614968877      0.9614949986    
         5 -0.2837036473      0.2837036473     -0.2837036473       2.203163613      0.2315609240     -0.3511551693      0.4182677129    
         5 -0.2837036473      0.2837036473     -0.2837036473       2.203164214      0.4357635757     -0.3161676140      0.2490562036    
         6 -0.3546295655      0.3546295655     -0.3546295655       1.452605180      0.5155798327     -0.5155807851      0.5155832367    
         6 -0.3546295655      0.3546295655     -0.3546295655       2.146770124      0.1934725193     -0.1928847584      0.1733637479    
         6 -0.3546295655      0.3546295655     -0.3546295655       2.146770480      0.1796727531     -0.1802627941      0.1997812925    
         7 -0.4255554752      0.4255554752     -0.4255554752       1.397157556     -0.1010562172E-06 -0.1552832212E-05  0.4554466127E-06
         7 -0.4255554752      0.4255554752     -0.4255554752       2.126569505      0.8359359370E-06 -0.6997373150E-06  0.1700336383E-05
         7 -0.4255554752      0.4255554752     -0.4255554752       2.126569734     -0.2019890522E-05  0.1031730941E-05  0.1785088792E-05
         8 -0.4964813849      0.4964813849     -0.4964813849       1.452605171     -0.5155838805      0.5155801224     -0.5155805586    
         8 -0.4964813849      0.4964813849     -0.4964813849       2.146770066     -0.2515210881      0.1376611204     -0.1705343963    
         8 -0.4964813849      0.4964813849     -0.4964813849       2.146770592     -0.1216264335      0.2354791735     -0.2026162929    
