# Written on  8Apr2024 at 15:12:01 
# Input file comment: k-mesh for interpolation of mp-1265
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
         1   0.000000000       0.000000000       0.000000000       8.924054154      0.6142098427E-04  0.3601775145E-05 -0.7246141732E-05
         1   0.000000000       0.000000000       0.000000000       8.924055013     -0.3789566620E-04 -0.3603856307E-04  0.4725030939E-05
         1   0.000000000       0.000000000       0.000000000       8.924055207     -0.2483995828E-04  0.2991657466E-04 -0.1106296410E-05
         2 -0.1248446602      0.1248446602     -0.1248446602       8.456640645       2.271758871      -2.271742268       2.271722102    
         2 -0.1248446602      0.1248446602     -0.1248446602       8.876382880      0.2920094063     -0.1919597537      0.2508172850    
         2 -0.1248446602      0.1248446602     -0.1248446602       8.876382974      0.1978120589     -0.2978813269      0.2390295264    
         3 -0.2496893354      0.2496893354     -0.2496893354       7.418727977       3.070345757      -3.070277561       3.070353562    
         3 -0.2496893354      0.2496893354     -0.2496893354       8.750000727      0.6254290848     -0.1774260423      0.4408084083    
         3 -0.2496893354      0.2496893354     -0.2496893354       8.750001014      0.2036443288     -0.6517142915      0.3882687692    
         4 -0.3745339956      0.3745339956     -0.3745339956       6.260705046       3.003715475      -3.003723022       3.003737976    
         4 -0.3745339956      0.3745339956     -0.3745339956       8.581672323      0.3674269193     -0.7730459663      0.2394269307    
         4 -0.3745339956      0.3745339956     -0.3745339956       8.581672465      0.5525062367     -0.1468810627      0.6804755049    
         5 -0.4993786559      0.4993786559     -0.4993786559       5.238691822       2.376629963      -2.376720146       2.376642021    
         5 -0.4993786559      0.4993786559     -0.4993786559       8.421314685      0.2883371797     -0.3577333800      0.4914581674    
         5 -0.4993786559      0.4993786559     -0.4993786559       8.421315413      0.4700560853     -0.4005719537      0.2669069008    
         6 -0.6242233311      0.6242233311     -0.6242233311       4.532755327       1.329229152      -1.329243214       1.329242922    
         6 -0.6242233311      0.6242233311     -0.6242233311       8.308249253      0.3074791828     -0.2647692620      0.7162369244E-01
         6 -0.6242233311      0.6242233311     -0.6242233311       8.308250012      0.1217605685     -0.1644561785      0.3576154220    
         7 -0.7490679913      0.7490679913     -0.7490679913       4.278940636     -0.5199341972E-06 -0.1319642443E-05 -0.2924313686E-05
         7 -0.7490679913      0.7490679913     -0.7490679913       8.266655272     -0.4723863194E-07  0.5694987473E-05  0.1046334134E-05
         7 -0.7490679913      0.7490679913     -0.7490679913       8.266656022      0.2854648612E-05 -0.8459029796E-06  0.9436264782E-06
         8 -0.8739126515      0.8739126515     -0.8739126515       4.532755466      -1.329226517       1.329246710      -1.329241129    
         8 -0.8739126515      0.8739126515     -0.8739126515       8.308249583     -0.2965609486      0.2686764206     -0.7862086658E-01
         8 -0.8739126515      0.8739126515     -0.8739126515       8.308249703     -0.1326772201      0.1605440390     -0.3506226132    
         9 -0.9987573267      0.9987573267     -0.9987573267       5.238691916      -2.376629764       2.376716131      -2.376643869    
         9 -0.9987573267      0.9987573267     -0.9987573267       8.421314582     -0.1942369664      0.6260390655     -0.3172484102    
