# Written on 11Apr2024 at 15:14:19 
# Input file comment: k-mesh for interpolation of KRrBr2
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
       275  0.7628742997E-01  0.6865868697      0.3814371498      0.8407883189      0.4107530706     -0.4107566545     -0.2180652191E-05
       275  0.7628742997E-01  0.6865868697      0.3814371498      0.9032061883      0.3235236840     -0.3235209915      0.2295871204E-05
       275  0.7628742997E-01  0.6865868697      0.3814371498       1.567776123     -0.1451337282      0.1451238082      0.1140748069E-04
       275  0.7628742997E-01  0.6865868697      0.3814371498       1.577366610     -0.2468457992E-01  0.2468950817E-01 -0.1564785613E-04
       275  0.7628742997E-01  0.6865868697      0.3814371498       2.168113159     -0.4223762009      0.4223723052      0.9281674712E-06
       275  0.7628742997E-01  0.6865868697      0.3814371498       2.171761067     -0.5144833400      0.5144920864      0.2993689731E-05
       276 -0.1110223025E-15  0.7628742997      0.3051497199      0.7481113645     -0.1255340052E-05  0.3758302436E-05   1.043081478    
       276 -0.1110223025E-15  0.7628742997      0.3051497199      0.9420377051      0.1731556937E-06 -0.6691878702E-06  -1.103798515    
       276 -0.1110223025E-15  0.7628742997      0.3051497199       1.439555413     -0.5624255010E-06  0.5167497218E-06   1.720730978    
       276 -0.1110223025E-15  0.7628742997      0.3051497199       1.727880850      0.1924160196E-05  0.5363724203E-06  -1.944553783    
       276 -0.1110223025E-15  0.7628742997      0.3051497199       2.172137142     -0.2252473988E-05  0.2409539041E-05  0.4128695549    
       276 -0.1110223025E-15  0.7628742997      0.3051497199       2.240442720     -0.1034424079E-05  0.7122238015E-06 -0.4303382878    
       277 -0.7628742997E-01  0.8391617297      0.2288622899      0.7092243036     -0.2745327337      0.6859145318      0.8720183102    
       277 -0.7628742997E-01  0.8391617297      0.2288622899       1.041817780     -0.4373915229      0.2134480331E-01 -0.9506717363    
       277 -0.7628742997E-01  0.8391617297      0.2288622899       1.309265240      0.1972882527     -0.6915318822E-01   1.411032809    
       277 -0.7628742997E-01  0.8391617297      0.2288622899       1.869178612     -0.1668293088E-01 -0.5481612391E-01  -1.793637508    
       277 -0.7628742997E-01  0.8391617297      0.2288622899       2.113179450      0.7511585796     -0.2631984234E-01  0.3143519998    
       277 -0.7628742997E-01  0.8391617297      0.2288622899       2.228926922      0.1100756362     -0.9862081190     -0.3406065987    
       278 -0.1525748599      0.9154491596      0.1525748599      0.7654341708     -0.5538326147       1.373026666      0.5538347282    
       278 -0.1525748599      0.9154491596      0.1525748599       1.125468437      0.2006956906E-01  0.2206543284E-01 -0.2007016894E-01
       278 -0.1525748599      0.9154491596      0.1525748599       1.209514176     -0.4591250656     -0.1662458246      0.4591217837    
       278 -0.1525748599      0.9154491596      0.1525748599       1.977546339      0.7749103945      0.3930957999E-01 -0.7749080047    
       278 -0.1525748599      0.9154491596      0.1525748599       2.025820127      0.5154016154     -0.1673607690     -0.5154010001    
       278 -0.1525748599      0.9154491596      0.1525748599       2.128083031      0.1951832439      -1.821518528     -0.1951869386    
       279 -0.2288622899      0.9917365896      0.7628742997E-01  0.9112277939     -0.6939191339       1.910976467      0.2466098325    
       279 -0.2288622899      0.9917365896      0.7628742997E-01   1.047386496      0.7161682555      0.4751675455E-01  0.5014720357    
       279 -0.2288622899      0.9917365896      0.7628742997E-01   1.289700232      -1.469737135     -0.1783372113     -0.1692464166    
       279 -0.2288622899      0.9917365896      0.7628742997E-01   1.852948429       1.944192154     -0.1538564983      0.4402920418E-01
       279 -0.2288622899      0.9917365896      0.7628742997E-01   1.963618149      0.1673898077      -2.291492380     -0.1000760413    
       279 -0.2288622899      0.9917365896      0.7628742997E-01   2.106214257     -0.2532945192     -0.6468924629E-01 -0.8497457479    
       280 -0.3051497199       1.068024020       0.000000000      0.9801276812      0.6778201467      0.2617091433      0.2625903356E-07
       280 -0.3051497199       1.068024020       0.000000000       1.112005012     -0.5680405114       2.065899191     -0.2909020643E-05
       280 -0.3051497199       1.068024020       0.000000000       1.407033377      -1.807455356     -0.2247407819      0.1745032443E-05
       280 -0.3051497199       1.068024020       0.000000000       1.678153955       2.122861032     -0.1933263033     -0.3146661187E-05
       280 -0.3051497199       1.068024020       0.000000000       1.782240315     -0.1918981106E-01  -2.312911061      0.6980519406E-06
       280 -0.3051497199       1.068024020       0.000000000       2.154308516     -0.2533718679     -0.1070141791     -0.4974925115E-05
       281  0.4577245798      0.4577245798      0.7628742997       1.016698198      0.2178332130      0.2178327406      0.1451179089E-05
       281  0.4577245798      0.4577245798      0.7628742997       1.335734253      -1.000397320      -1.000394801      0.2173973806E-06
       281  0.4577245798      0.4577245798      0.7628742997       1.407025205       1.264020674       1.264016211     -0.2273991850E-05
       281  0.4577245798      0.4577245798      0.7628742997       1.478749158      -1.230476253      -1.230473053      0.1504491391E-05
       281  0.4577245798      0.4577245798      0.7628742997       1.709357018       1.009284641       1.009285456     -0.1136168649E-05
       281  0.4577245798      0.4577245798      0.7628742997       2.136655028     -0.1166362645     -0.1166359427     -0.1048755705E-05
       282  0.3814371498      0.5340120098      0.6865868697       1.053090604      0.3298896618E-01  0.3672677102     -0.5817357235    
       282  0.3814371498      0.5340120098      0.6865868697       1.257370587     -0.1696961494      -1.488862080      0.8180782246E-01
       282  0.3814371498      0.5340120098      0.6865868697       1.268294281       2.551713970     -0.3100230018     -0.1829319480    
       282  0.3814371498      0.5340120098      0.6865868697       1.590189098      -2.407086955     -0.1024883705      0.9350526110E-01
       282  0.3814371498      0.5340120098      0.6865868697       1.828867542     -0.1283050646       2.069717388     -0.4020842940E-01
       282  0.3814371498      0.5340120098      0.6865868697       2.095226609     -0.7541229598E-01 -0.1571021518      0.9581870644    
       283  0.3051497199      0.6102994398      0.6102994398       1.063385552       2.456281287     -0.4093643496     -0.4093632235    
       283  0.3051497199      0.6102994398      0.6102994398       1.129129863      0.2137419952E-01 -0.2265362002     -0.2265386132    
       283  0.3051497199      0.6102994398      0.6102994398       1.175698454     -0.2611181206     -0.4861058305     -0.4861041405    
       283  0.3051497199      0.6102994398      0.6102994398       1.776296486      -2.554141329      0.9788105286E-01  0.9787816242E-01
       283  0.3051497199      0.6102994398      0.6102994398       1.984514073      0.4597374228E-01  0.7667779371      0.7667885101    
       283  0.3051497199      0.6102994398      0.6102994398       1.994447124     -0.2542137840      0.7192934319      0.7192798606    
       284  0.2288622899      0.6865868697      0.5340120098      0.9112277256       1.910974283     -0.2466153979     -0.6939215997    
       284  0.2288622899      0.6865868697      0.5340120098       1.047386565      0.4751483340E-01 -0.5014713747      0.7161698148    
       284  0.2288622899      0.6865868697      0.5340120098       1.289700211     -0.1783367295      0.1692454463      -1.469736036    
       284  0.2288622899      0.6865868697      0.5340120098       1.852948428     -0.1538589253     -0.4403352321E-01   1.944192300    
       284  0.2288622899      0.6865868697      0.5340120098       1.963618181      -2.291490157      0.1000755888      0.1673914838    
       284  0.2288622899      0.6865868697      0.5340120098       2.106214199     -0.6468831698E-01  0.8497423979     -0.2532961083    
       285  0.1525748599      0.7628742997      0.4577245798      0.8435752799       1.213768336      0.1693687683E-05 -0.8752404379    
       285  0.1525748599      0.7628742997      0.4577245798      0.9551584436      0.1764327206     -0.1416218002E-05  0.9115009594    
       285  0.1525748599      0.7628742997      0.4577245798       1.431409186     -0.1056047633      0.4025462283E-05  -1.760136400    
       285  0.1525748599      0.7628742997      0.4577245798       1.712278173     -0.1926120419      0.4535051808E-05   2.028475810    
       285  0.1525748599      0.7628742997      0.4577245798       2.103171238      -1.681995030      0.1685410442E-06  0.3114390075    
       285  0.1525748599      0.7628742997      0.4577245798       2.167479987     -0.6208771095E-01  0.1145388703E-05 -0.3711185215    
       286  0.7628742997E-01  0.8391617297      0.3814371498      0.8407883489      0.4107546242      0.4107545732     -0.2464603765E-05
       286  0.7628742997E-01  0.8391617297      0.3814371498      0.9032061890      0.3235232219      0.3235228656      0.2026154627E-05
       286  0.7628742997E-01  0.8391617297      0.3814371498       1.567776248     -0.1451231866     -0.1451256946      0.2588764168E-04
       286  0.7628742997E-01  0.8391617297      0.3814371498       1.577366499     -0.2469309094E-01 -0.2469091546E-01 -0.2016723239E-04
       286  0.7628742997E-01  0.8391617297      0.3814371498       2.168113186     -0.4223675736     -0.4223897591     -0.1193268884E-04
       286  0.7628742997E-01  0.8391617297      0.3814371498       2.171761078     -0.5144970864     -0.5144748857      0.1587242281E-04
       287  0.5551115123E-16  0.9154491596      0.3051497199      0.8435753756     -0.5385362352E-06   1.213768282      0.8752441062    
       287  0.5551115123E-16  0.9154491596      0.3051497199      0.9551583301     -0.5658725261E-06  0.1764316161     -0.9115030942    
       287  0.5551115123E-16  0.9154491596      0.3051497199       1.431409290     -0.8853509798E-06 -0.1056032683       1.760137062    
       287  0.5551115123E-16  0.9154491596      0.3051497199       1.712277985     -0.1669666977E-05 -0.1926110978      -2.028472947    
       287  0.5551115123E-16  0.9154491596      0.3051497199       2.103171095     -0.1483779412E-05  -1.681995678     -0.3114421863    
       287  0.5551115123E-16  0.9154491596      0.3051497199       2.167480068     -0.3445728377E-06 -0.6208316480E-01  0.3711215222    
       288 -0.7628742997E-01  0.9917365896      0.2288622899      0.9112278312     -0.2466119384       1.910976469      0.6939184825    
       288 -0.7628742997E-01  0.9917365896      0.2288622899       1.047386494     -0.5014718209      0.4751537030E-01 -0.7161699768    
       288 -0.7628742997E-01  0.9917365896      0.2288622899       1.289700231      0.1692470174     -0.1783369698       1.469737940    
       288 -0.7628742997E-01  0.9917365896      0.2288622899       1.852948435     -0.4403208595E-01 -0.1538599741      -1.944191938    
       288 -0.7628742997E-01  0.9917365896      0.2288622899       1.963618159      0.1000772356      -2.291490784     -0.1673911198    
       288 -0.7628742997E-01  0.9917365896      0.2288622899       2.106214247      0.8497466233     -0.6468887530E-01  0.2532950333    
       289 -0.1525748599       1.068024020      0.1525748599       1.063385580     -0.4093647602       2.456279034      0.4093647431    
       289 -0.1525748599       1.068024020      0.1525748599       1.129129800     -0.2265388448      0.2137391864E-01  0.2265396660    
       289 -0.1525748599       1.068024020      0.1525748599       1.175698450     -0.4861039055     -0.2611153473      0.4861055804    
       289 -0.1525748599       1.068024020      0.1525748599       1.776296432      0.9787926990E-01  -2.554138618     -0.9787771916E-01
       289 -0.1525748599       1.068024020      0.1525748599       1.984514083      0.7667826269      0.4597250794E-01 -0.7667817903    
       289 -0.1525748599       1.068024020      0.1525748599       1.994447154      0.7192837099     -0.2542117491     -0.7192858967    
       290 -0.2288622899       1.144311450      0.7628742997E-01   1.053090601      0.3672689838      0.3299137847E-01  0.5817340681    
       290 -0.2288622899       1.144311450      0.7628742997E-01   1.257370472      -1.488847010     -0.1696718407     -0.8180682061E-01
       290 -0.2288622899       1.144311450      0.7628742997E-01   1.268294362     -0.3100353073       2.551691053      0.1829293034    
       290 -0.2288622899       1.144311450      0.7628742997E-01   1.590189073     -0.1024847860      -2.407084433     -0.9350322583E-01
       290 -0.2288622899       1.144311450      0.7628742997E-01   1.828867572       2.069716526     -0.1283041592      0.4021270457E-01
       290 -0.2288622899       1.144311450      0.7628742997E-01   2.095226620     -0.1571023940     -0.7541298594E-01 -0.9581842151    
       291  0.5340120098      0.5340120098      0.8391617297       1.055842816      0.4698953665E-02  0.4700227295E-02  0.6053286979    
       291  0.5340120098      0.5340120098      0.8391617297       1.199168769     -0.8065620440     -0.8065580664      0.6448993419E-01
       291  0.5340120098      0.5340120098      0.8391617297       1.292748610      -1.096891447      -1.096895352     -0.9264442817E-01
       291  0.5340120098      0.5340120098      0.8391617297       1.625810975       1.478545645       1.478546114      0.8370343656E-01
       291  0.5340120098      0.5340120098      0.8391617297       1.860537408      0.9538351133      0.9538345330     -0.3776664345E-02
       291  0.5340120098      0.5340120098      0.8391617297       2.084534633     -0.6000396052E-01 -0.6000254224E-01  -1.004624835    
       292  0.4577245798      0.6102994398      0.7628742997       1.043754067     -0.1516712477      0.1278610021     -0.1562103649E-05
       292  0.4577245798      0.6102994398      0.7628742997       1.140070338     -0.2759123339      -1.091050933     -0.2476029287E-05
       292  0.4577245798      0.6102994398      0.7628742997       1.401819699      -2.252599812     -0.1740879530     -0.3873369910E-05
       292  0.4577245798      0.6102994398      0.7628742997       1.466473436       2.995648137     -0.4184402381E-01  0.2193123565E-05
       292  0.4577245798      0.6102994398      0.7628742997       1.967960645     -0.5050810943E-01   1.738355225     -0.2116084433E-05
       292  0.4577245798      0.6102994398      0.7628742997       2.121287599     -0.1083052816E-01 -0.7667864846E-01 -0.7452913923E-06
       293  0.3814371498      0.6865868697      0.6865868697       1.089538086     -0.2244723972     -0.1687626228     -0.1687611530    
       293  0.3814371498      0.6865868697      0.6865868697       1.096785993     -0.2999270042     -0.2587305997     -0.2587320241    
       293  0.3814371498      0.6865868697      0.6865868697       1.229706263       2.986324708     -0.1543314930     -0.1543308359    
       293  0.3814371498      0.6865868697      0.6865868697       1.582839109      -2.595368079     -0.1622294538E-01 -0.1622192122E-01
       293  0.3814371498      0.6865868697      0.6865868697       2.076202100     -0.5069721484E-01  0.4682944140      0.4683487672    
       293  0.3814371498      0.6865868697      0.6865868697       2.079762467      0.3663888579E-01  0.4233414211      0.4232856583    
       294  0.3051497199      0.7628742997      0.6102994398       1.030533631       2.547243358      0.2229632406E-05 -0.4067027157    
       294  0.3051497199      0.7628742997      0.6102994398       1.067383359     -0.1404861720      0.2550384929E-05  0.4110377849    
       294  0.3051497199      0.7628742997      0.6102994398       1.182321255     -0.2648714453      0.1024478767E-05  -1.053173582    
       294  0.3051497199      0.7628742997      0.6102994398       1.784529421      -2.615471834      0.3947450462E-07  0.2503634697E-01
       294  0.3051497199      0.7628742997      0.6102994398       1.978954497     -0.7370280120E-01  0.2012804477E-06   1.597207947    
       294  0.3051497199      0.7628742997      0.6102994398       2.121925817      0.3019536605E-02  0.4956397571E-06 -0.1570944478    
       295  0.2288622899      0.8391617297      0.5340120098      0.9112277318       1.910974513      0.2466116645     -0.6939155288    
       295  0.2288622899      0.8391617297      0.5340120098       1.047386585      0.4751667671E-01  0.5014712220      0.7161665772    
       295  0.2288622899      0.8391617297      0.5340120098       1.289700293     -0.1783388527     -0.1692467783      -1.469737122    
       295  0.2288622899      0.8391617297      0.5340120098       1.852948446     -0.1538628454      0.4403006617E-01   1.944193484    
       295  0.2288622899      0.8391617297      0.5340120098       1.963618186      -2.291493086     -0.1000770754      0.1673863678    
       295  0.2288622899      0.8391617297      0.5340120098       2.106214274     -0.6468907576E-01 -0.8497439630     -0.2532906321    
       296  0.1525748599      0.9154491596      0.4577245798      0.8793554856       1.228427817      0.4382812307     -0.8741367403    
       296  0.1525748599      0.9154491596      0.4577245798       1.030682612      0.2017182228      0.9521689744      0.8737406743    
       296  0.1525748599      0.9154491596      0.4577245798       1.407076106     -0.8499207349E-01 -0.2719799715      -1.788000265    
       296  0.1525748599      0.9154491596      0.4577245798       1.714010964     -0.1542864506      0.8674451250E-02   2.055438107    
       296  0.1525748599      0.9154491596      0.4577245798       2.042238231     -0.1983630075      -1.504912179     -0.2582068355    
       296  0.1525748599      0.9154491596      0.4577245798       2.089516529      -1.650267790     -0.1908031810      0.2843698163    
       297  0.7628742997E-01  0.9917365896      0.3814371498      0.9136537526      0.5925194600      0.4624825553     -0.8681145359    
       297  0.7628742997E-01  0.9917365896      0.3814371498       1.039900665      0.1829795674       1.439829462      0.8058740687    
       297  0.7628742997E-01  0.9917365896      0.3814371498       1.531910093     -0.1279919843     -0.2650516018      -1.472453935    
       297  0.7628742997E-01  0.9917365896      0.3814371498       1.567728168      0.2077582652E-01 -0.1130964231       1.456898958    
       297  0.7628742997E-01  0.9917365896      0.3814371498       1.936893055     -0.1360918693      -1.995793327     -0.1587461802    
       297  0.7628742997E-01  0.9917365896      0.3814371498       2.151510346     -0.9140055636     -0.1645271576      0.3224264749    
       298   0.000000000       1.068024020      0.3051497199      0.9801276524      0.1161282505E-07  0.2617131660     -0.6778184633    
       298   0.000000000       1.068024020      0.3051497199       1.112004927      0.2517769133E-05   2.065895656      0.5680431888    
       298   0.000000000       1.068024020      0.3051497199       1.407033390      0.1098647544E-05 -0.2247408180       1.807456354    
       298   0.000000000       1.068024020      0.3051497199       1.678153677      0.7810530870E-06 -0.1933214539      -2.122862861    
       298   0.000000000       1.068024020      0.3051497199       1.782240203     -0.3684948817E-06  -2.312909475      0.1919113613E-01
       298   0.000000000       1.068024020      0.3051497199       2.154308452      0.1299715963E-05 -0.1070153100      0.2533744049    
       299 -0.7628742997E-01   1.144311450      0.2288622899       1.053090600     -0.5817343853      0.3299006735E-01 -0.3672727732    
       299 -0.7628742997E-01   1.144311450      0.2288622899       1.257370464      0.8180629715E-01 -0.1696758049       1.488849722    
       299 -0.7628742997E-01   1.144311450      0.2288622899       1.268294348     -0.1829299742       2.551699032      0.3100323833    
       299 -0.7628742997E-01   1.144311450      0.2288622899       1.590189082      0.9350455992E-01  -2.407085959      0.1024819810    
       299 -0.7628742997E-01   1.144311450      0.2288622899       1.828867548     -0.4021029113E-01 -0.1283073741      -2.069715071    
       299 -0.7628742997E-01   1.144311450      0.2288622899       2.095226615      0.9581838873     -0.7540991677E-01  0.1571033448    
       300 -0.1525748599       1.220598880      0.1525748599       1.130477652     -0.5112824550     -0.1154463868E-01  0.5112821372    
       300 -0.1525748599       1.220598880      0.1525748599       1.135095183     -0.5234055072     -0.2538949250      0.5234105189    
       300 -0.1525748599       1.220598880      0.1525748599       1.401733267     -0.1930365085E-01  -2.166941426      0.1930422663E-01
       300 -0.1525748599       1.220598880      0.1525748599       1.479839972     -0.1228720506       2.786318992      0.1228706768    
       300 -0.1525748599       1.220598880      0.1525748599       1.958065375      0.9069944944     -0.1765266570     -0.9070018407    
       300 -0.1525748599       1.220598880      0.1525748599       1.990229854      0.7615915759      0.2692204940E-01 -0.7615869660    
       301 -0.2288622899     -0.2288622899      0.2288622899       1.217810344     -0.2793590705     -0.9524190612      0.4839424567    
       301 -0.2288622899     -0.2288622899      0.2288622899       1.217810441     -0.8644559381     -0.1913972519      0.6598726014    
       301 -0.2288622899     -0.2288622899      0.2288622899       1.282359937     -0.4695609963     -0.4695624341      0.4695599055    
       301 -0.2288622899     -0.2288622899      0.2288622899       1.610212073      0.7659318296      0.7659328328     -0.7659309713    
       301 -0.2288622899     -0.2288622899      0.2288622899       1.858884198      0.6313316731E-01   1.117088310     -0.7561619677    
       301 -0.2288622899     -0.2288622899      0.2288622899       1.858884213       1.227788918      0.1738349275     -0.5347573855    
       302 -0.3051497199     -0.1525748599      0.1525748599       1.130477633     -0.1154161923E-01 -0.5112772934      0.5112844411    
       302 -0.3051497199     -0.1525748599      0.1525748599       1.135095112     -0.2538952586     -0.5234127733      0.5234082031    
       302 -0.3051497199     -0.1525748599      0.1525748599       1.401733370      -2.166943012     -0.1930127401E-01  0.1930709814E-01
       302 -0.3051497199     -0.1525748599      0.1525748599       1.479839898       2.786320577     -0.1228694655      0.1228686798    
       302 -0.3051497199     -0.1525748599      0.1525748599       1.958065441     -0.1765280800      0.9069999746     -0.9069955169    
       302 -0.3051497199     -0.1525748599      0.1525748599       1.990229698      0.2692125126E-01  0.7615881319     -0.7615920832    
       303 -0.3814371498     -0.7628742997E-01  0.7628742997E-01   1.089537957     -0.2244771024     -0.1687606914      0.1687618400    
       303 -0.3814371498     -0.7628742997E-01  0.7628742997E-01   1.096785937     -0.2999308923     -0.2587325156      0.2587305397    
       303 -0.3814371498     -0.7628742997E-01  0.7628742997E-01   1.229706185       2.986327442     -0.1543349246      0.1543324120    
       303 -0.3814371498     -0.7628742997E-01  0.7628742997E-01   1.582838950      -2.595374852     -0.1622271853E-01  0.1622291723E-01
       303 -0.3814371498     -0.7628742997E-01  0.7628742997E-01   2.076202116     -0.5069631762E-01  0.4683387208     -0.4683081955    
       303 -0.3814371498     -0.7628742997E-01  0.7628742997E-01   2.079762305      0.3664034538E-01  0.4232995024     -0.4233221412    
       304 -0.4577245798       0.000000000       0.000000000      0.9975918882       2.679386867      0.1377734920E-05 -0.1033191700E-05
       304 -0.4577245798       0.000000000       0.000000000       1.100333064     -0.2973216968      0.1304903890E-05 -0.3838973291E-06
       304 -0.4577245798       0.000000000       0.000000000       1.100333074     -0.2973217463     -0.2293621572E-06 -0.2642768726E-06
       304 -0.4577245798       0.000000000       0.000000000       1.786734731      -2.711206496     -0.6526217583E-06 -0.1184719113E-05
       304 -0.4577245798       0.000000000       0.000000000       2.109512737      0.4344322849E-01  0.8210838466E-06 -0.1303416959E-05
       304 -0.4577245798       0.000000000       0.000000000       2.109512794      0.4344507559E-01 -0.1728983078E-05  0.1082034778E-05
       305 -0.5340120098      0.7628742997E-01 -0.7628742997E-01  0.8341648001       2.090542865      0.2720479428     -0.2720502925    
       305 -0.5340120098      0.7628742997E-01 -0.7628742997E-01   1.121382668     -0.1794972464      0.5144490544E-02 -0.5141230966E-02
       305 -0.5340120098      0.7628742997E-01 -0.7628742997E-01   1.139982170     -0.2472861404      0.2403979212     -0.2403975988    
       305 -0.5340120098      0.7628742997E-01 -0.7628742997E-01   1.982320291      -2.452807653     -0.6995802353E-01  0.6996082897E-01
       305 -0.5340120098      0.7628742997E-01 -0.7628742997E-01   2.073352100      0.4329020303E-01 -0.4232485686      0.4232510366    
       305 -0.5340120098      0.7628742997E-01 -0.7628742997E-01   2.082487787     -0.3085355152E-01 -0.3088409253      0.3088381765    
       306 -0.6102994398      0.1525748599     -0.1525748599      0.7654341734       1.373029567      0.5538342215     -0.5538375219    
       306 -0.6102994398      0.1525748599     -0.1525748599       1.125468743      0.2205727970E-01 -0.2007199618E-01  0.2007164666E-01
       306 -0.6102994398      0.1525748599     -0.1525748599       1.209514184     -0.1662473539      0.4591200213     -0.4591247494    
       306 -0.6102994398      0.1525748599     -0.1525748599       1.977546729      0.3930161317E-01 -0.7749097789      0.7749077198    
       306 -0.6102994398      0.1525748599     -0.1525748599       2.025820181     -0.1673578572     -0.5154043806      0.5153933614    
       306 -0.6102994398      0.1525748599     -0.1525748599       2.128083335      -1.821524973     -0.1951876887      0.1951871196    
       307 -0.6865868697      0.2288622899     -0.2288622899      0.7875077882      0.6558584429      0.7176140564     -0.7176123894    
       307 -0.6865868697      0.2288622899     -0.2288622899       1.121587970      0.1162483583      0.8674355700E-01 -0.8674636476E-01
       307 -0.6865868697      0.2288622899     -0.2288622899       1.304227362     -0.7848553862E-01  0.6569647344     -0.6569655384    
       307 -0.6865868697      0.2288622899     -0.2288622899       1.836737996      0.3059210012E-01  -1.014528009       1.014521386    
       307 -0.6865868697      0.2288622899     -0.2288622899       1.946651729     -0.1787615495     -0.7169087732      0.7169147588    
       307 -0.6865868697      0.2288622899     -0.2288622899       2.198512140     -0.9642990834     -0.2728631659      0.2728641838    
       308 -0.7628742997      0.3051497199     -0.3051497199      0.8726524521     -0.6332188849E-06  0.6865167522     -0.6865212852    
       308 -0.7628742997      0.3051497199     -0.3051497199       1.150529504      0.3585866763E-06  0.4008594086     -0.4008521896    
       308 -0.7628742997      0.3051497199     -0.3051497199       1.421026666     -0.1699629315E-06  0.8303052884     -0.8303052127    
       308 -0.7628742997      0.3051497199     -0.3051497199       1.670350628     -0.1590029799E-06  -1.126079262       1.126078537    
       308 -0.7628742997      0.3051497199     -0.3051497199       1.826758937      0.1685852707E-05 -0.9626665149      0.9626662286    
       308 -0.7628742997      0.3051497199     -0.3051497199       2.194356800      0.1112511634E-05 -0.2546601834      0.2546639265    
       309 -0.8391617297      0.3814371498     -0.3814371498      0.9864906161     -0.6023230862      0.4806977702     -0.4806976692    
       309 -0.8391617297      0.3814371498     -0.3814371498       1.254244206     -0.2430993885      0.8456586969     -0.8456555060    
       309 -0.8391617297      0.3814371498     -0.3814371498       1.495414972      0.6494678921E-01 -0.9740308360      0.9740286828    
       309 -0.8391617297      0.3814371498     -0.3814371498       1.561130482     -0.7193791575E-01  0.8257745105     -0.8257701999    
       309 -0.8391617297      0.3814371498     -0.3814371498       1.653001106      0.2669443297      -1.157009006       1.157007939    
       309 -0.8391617297      0.3814371498     -0.3814371498       2.123053760      0.9539851411     -0.1963673575      0.1963689348    
       310 -0.9154491596      0.4577245798     -0.4577245798       1.108129130      -1.176945306      0.2230170603     -0.2230168819    
       310 -0.9154491596      0.4577245798     -0.4577245798       1.341837016     -0.7917736786E-01 -0.9694928214      0.9694930110    
       310 -0.9154491596      0.4577245798     -0.4577245798       1.432592202     -0.1203980352      0.6052090283     -0.6051991891    
       310 -0.9154491596      0.4577245798     -0.4577245798       1.452080942      0.1525940302     -0.5679612533      0.5679549735    
       310 -0.9154491596      0.4577245798     -0.4577245798       1.708642961      0.1216880351E-01   1.005447380      -1.005445935    
       310 -0.9154491596      0.4577245798     -0.4577245798       1.992785561       1.736650040     -0.1349857330      0.1349836750    
       311 -0.1525748599     -0.1525748599      0.3051497199       1.130477690     -0.5112829783     -0.5112781758      0.1154417925E-01
       311 -0.1525748599     -0.1525748599      0.3051497199       1.135095292     -0.5234063667     -0.5234117145      0.2538972063    
       311 -0.1525748599     -0.1525748599      0.3051497199       1.401733339     -0.1930282303E-01 -0.1930429381E-01   2.166947597    
       311 -0.1525748599     -0.1525748599      0.3051497199       1.479839907     -0.1228720427     -0.1228707936      -2.786326069    
       311 -0.1525748599     -0.1525748599      0.3051497199       1.958065450      0.9069942891      0.9070006458      0.1765259238    
       311 -0.1525748599     -0.1525748599      0.3051497199       1.990229794      0.7615885559      0.7615880443     -0.2692514228E-01
       312 -0.2288622899     -0.7628742997E-01  0.2288622899       1.055842734      0.4699596210E-02 -0.6053293902     -0.4700866906E-02
       312 -0.2288622899     -0.7628742997E-01  0.2288622899       1.199168779     -0.8065597828     -0.6449391995E-01  0.8065617665    
       312 -0.2288622899     -0.7628742997E-01  0.2288622899       1.292748899      -1.096895595      0.9264165920E-01   1.096888086    
       312 -0.2288622899     -0.7628742997E-01  0.2288622899       1.625811408       1.478543561     -0.8369943954E-01  -1.478541781    
       312 -0.2288622899     -0.7628742997E-01  0.2288622899       1.860537432      0.9538366341      0.3780305977E-02 -0.9538284397    
       312 -0.2288622899     -0.7628742997E-01  0.2288622899       2.084534692     -0.6000414177E-01   1.004626362      0.6000313740E-01
       313 -0.3051497199      0.2775557562E-16  0.1525748599       1.043754052     -0.1516723739      0.1794025932E-05 -0.1278610974    
       313 -0.3051497199      0.2775557562E-16  0.1525748599       1.140070233     -0.2759149633      0.1560212564E-05   1.091051163    
       313 -0.3051497199      0.2775557562E-16  0.1525748599       1.401819606      -2.252602324     -0.5149382629E-06  0.1740917440    
       313 -0.3051497199      0.2775557562E-16  0.1525748599       1.466473345       2.995650680      0.1386971939E-05  0.4185189097E-01
       313 -0.3051497199      0.2775557562E-16  0.1525748599       1.967960667     -0.5051071344E-01  0.7718215474E-06  -1.738355395    
       313 -0.3051497199      0.2775557562E-16  0.1525748599       2.121287831     -0.1083484733E-01 -0.3100700156E-06  0.7668254177E-01
       314 -0.3814371498      0.7628742997E-01  0.7628742997E-01   1.089538064     -0.2244718100      0.1687514656      0.1687705561    
       314 -0.3814371498      0.7628742997E-01  0.7628742997E-01   1.096786049     -0.2999260362      0.2587408748      0.2587201330    
       314 -0.3814371498      0.7628742997E-01  0.7628742997E-01   1.229706176       2.986322118      0.1543323103      0.1543312590    
       314 -0.3814371498      0.7628742997E-01  0.7628742997E-01   1.582838951      -2.595369577      0.1622255713E-01  0.1622423753E-01
       314 -0.3814371498      0.7628742997E-01  0.7628742997E-01   2.076202051     -0.5069820992E-01 -0.4683353709     -0.4683081863    
       314 -0.3814371498      0.7628742997E-01  0.7628742997E-01   2.079762384      0.3663717364E-01 -0.4233014710     -0.4233224171    
