# Written on  8Apr2024 at 15:15:51 
# Input file comment: k-mesh for interpolation of mp-1253
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
         1   0.000000000       0.000000000       0.000000000       5.317800204      0.7187846932E-04  0.7716506508E-04  0.1809450213E-03
         1   0.000000000       0.000000000       0.000000000       5.317810752     -0.7145392674E-04 -0.2172851451E-04  0.1114867620E-03
         1   0.000000000       0.000000000       0.000000000       5.317842216      0.1334849499E-04  0.1784157793E-04  0.8906346113E-04
         2 -0.7853301224E-01  0.7853301224E-01 -0.7853301224E-01   5.101074545       1.666515511      -1.666522519       1.666626234    
         2 -0.7853301224E-01  0.7853301224E-01 -0.7853301224E-01   5.226411456      0.4218178737     -0.7448968853       1.032521545    
         2 -0.7853301224E-01  0.7853301224E-01 -0.7853301224E-01   5.226413683       1.044302853     -0.7214029123      0.4338755163    
         3 -0.1570660339      0.1570660339     -0.1570660339       4.631672645       2.152528297      -2.152477100       2.152621355    
         3 -0.1570660339      0.1570660339     -0.1570660339       5.003461256       1.376995649      -1.473633277      0.4100023385    
         3 -0.1570660339      0.1570660339     -0.1570660339       5.003473551      0.7967988677     -0.7001262848       1.763799237    
         4 -0.2355990461      0.2355990461     -0.2355990461       4.138006618       1.962936911      -1.962874082       1.962866157    
         4 -0.2355990461      0.2355990461     -0.2355990461       4.744102885       1.517890291     -0.4773543928       1.196608848    
         4 -0.2355990461      0.2355990461     -0.2355990461       4.744103914      0.6100192001      -1.650468792      0.9313508995    
         5 -0.3141320584      0.3141320584     -0.3141320584       3.732592877       1.442942856      -1.442833085       1.442867956    
         5 -0.3141320584      0.3141320584     -0.3141320584       4.520412315       1.239507253     -0.4612069269      0.7203250480    
         5 -0.3141320584      0.3141320584     -0.3141320584       4.520412606      0.3744871024      -1.152919860      0.8937138124    
         6 -0.3926650800      0.3926650800     -0.3926650800       3.470381540      0.7623354444     -0.7622864817      0.7623549331    
         6 -0.3926650800      0.3926650800     -0.3926650800       4.373179942      0.5265311795     -0.5280462769      0.2331880025    
         6 -0.3926650800      0.3926650800     -0.3926650800       4.373181623      0.3320181375     -0.3304962110      0.6253539526    
         7 -0.4711980923      0.4711980923     -0.4711980923       3.379890186     -0.2131241242E-06 -0.6804896857E-05 -0.2308918627E-04
         7 -0.4711980923      0.4711980923     -0.4711980923       4.322153507      0.3802841376E-06  0.2184419433E-06  0.3469707805E-05
         7 -0.4711980923      0.4711980923     -0.4711980923       4.322155371      0.2691291215E-04  0.1825240446E-06  0.3592954412E-05
         8 -0.5497311045      0.5497311045     -0.5497311045       3.470380460     -0.7623015059      0.7622983954     -0.7623498599    
         8 -0.5497311045      0.5497311045     -0.5497311045       4.373179990     -0.3778770626      0.3457321177     -0.5642276619    
         8 -0.5497311045      0.5497311045     -0.5497311045       4.373180339     -0.4806863347      0.5128260577     -0.2943161548    
         9 -0.6282641262      0.6282641262     -0.6282641262       3.732593459      -1.442865212       1.442831160      -1.442957732    
         9 -0.6282641262      0.6282641262     -0.6282641262       4.520414107      -1.048092348      0.5480188799     -0.8250121799    
         9 -0.6282641262      0.6282641262     -0.6282641262       4.520416227     -0.5660043442       1.066095218     -0.7890606857    
        10 -0.7067971384      0.7067971384     -0.7067971384       4.138006496      -1.962837606       1.962896962      -1.962912247    
        10 -0.7067971384      0.7067971384     -0.7067971384       4.744103097     -0.7083948930      0.9915201544      -1.491830586    
        10 -0.7067971384      0.7067971384     -0.7067971384       4.744103245      -1.419441116       1.136304644     -0.6359726871    
        11 -0.7853301507      0.7853301507     -0.7853301507       4.631669822      -2.152545891       2.152591826      -2.152571932    
        11 -0.7853301507      0.7853301507     -0.7853301507       5.003461100     -0.6281388021      0.8653154242      -1.767155735    
        11 -0.7853301507      0.7853301507     -0.7853301507       5.003461544      -1.545677977       1.308386692     -0.4065607789    
        12 -0.8638631723      0.8638631723     -0.8638631723       5.101080723      -1.666575008       1.666627465      -1.666419926    
        12 -0.8638631723      0.8638631723     -0.8638631723       5.226412092     -0.8555689467      0.3438094432      -1.000387807    
        12 -0.8638631723      0.8638631723     -0.8638631723       5.226414989     -0.6108490642       1.122662879     -0.4660783944    
        13  0.7853301224E-01  0.7853301224E-01  0.7853301224E-01   5.101105388      -1.666888884      -1.666392607      -1.666218856    
        13  0.7853301224E-01  0.7853301224E-01  0.7853301224E-01   5.226424488     -0.6719888943      -1.032129054     -0.4955007824    
        13  0.7853301224E-01  0.7853301224E-01  0.7853301224E-01   5.226436779     -0.7941114394     -0.4343354224     -0.9712082759    
        14   0.000000000      0.1570660245       0.000000000       4.928727281      0.1050754169E-03  -4.012391056      0.2265232511E-04
        14   0.000000000      0.1570660245       0.000000000       5.275557058      0.1029312825E-03 -0.4819463938      0.1243681158E-03
        14   0.000000000      0.1570660245       0.000000000       5.275590568     -0.4563527245E-04 -0.4820351032      0.9912116789E-04
        15 -0.7853302166E-01  0.2355990461     -0.7853302166E-01   4.570600152      0.5291499760      -3.816547323      0.5291350853    
        15 -0.7853302166E-01  0.2355990461     -0.7853302166E-01   5.114818113       1.339835397     -0.5766900005       1.339762977    
        15 -0.7853302166E-01  0.2355990461     -0.7853302166E-01   5.158302352      0.9118490481     -0.5315433079      0.9119684757    
        16 -0.1570660339      0.3141320584     -0.1570660339       4.188847307       1.016618818      -2.684720766       1.016523280    
        16 -0.1570660339      0.3141320584     -0.1570660339       4.827370312       1.529159625     -0.6713312978       1.529135355    
        16 -0.1570660339      0.3141320584     -0.1570660339       4.935706414       1.352810345     -0.4168204664       1.352951175    
        17 -0.2355990461      0.3926650706     -0.2355990461       3.847178456       1.296916079      -1.290152824       1.296852896    
        17 -0.2355990461      0.3926650706     -0.2355990461       4.564997829       1.088933922     -0.6325577689       1.088940020    
        17 -0.2355990461      0.3926650706     -0.2355990461       4.693134393       1.339947958     -0.2439796516       1.340029747    
        18 -0.3141320678      0.4711980923     -0.3141320678       3.593363371       1.193063752     -0.1122788888       1.193097664    
        18 -0.3141320678      0.4711980923     -0.3141320678       4.398542817      0.5620837254     -0.2701465802      0.5620047757    
        18 -0.3141320678      0.4711980923     -0.3141320678       4.492386810       1.025410958     -0.6556115099E-01   1.025410309    
        19 -0.3926650800      0.5497311045     -0.3926650800       3.464738004      0.7149574865      0.6983819106      0.7149299942    
        19 -0.3926650800      0.5497311045     -0.3926650800       4.347745985      0.1370937886      0.3701965097      0.1371254253    
        19 -0.3926650800      0.5497311045     -0.3926650800       4.368710361      0.5411610188      0.8442951352E-01  0.5410803888    
