# Written on  8Apr2024 at 15:18:14 
# Input file comment: k-mesh for interpolation of mp-1228891
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
         1   0.000000000       0.000000000       0.000000000      0.4256572951     -0.9449629501E-04 -0.6605403020E-05 -0.8868265328E-04
         1   0.000000000       0.000000000       0.000000000       5.498663394      0.1756615817E-04 -0.3297687527E-05  0.5491811039E-04
         1   0.000000000       0.000000000       0.000000000       5.498664036      0.3446007935E-04 -0.1878905239E-04  0.3017158713E-04
         1   0.000000000       0.000000000       0.000000000       6.480936464      0.8322304883E-05 -0.8940834361E-05 -0.1373289530E-03
         1   0.000000000       0.000000000       0.000000000       6.503125696     -0.9046740918E-04  0.1456984048E-03  0.1215236294E-03
         1   0.000000000       0.000000000       0.000000000       6.503128005      0.1244866673E-03 -0.1079625893E-03  0.2028282511E-04
         2 -0.1566362737     -0.9043398841E-01  0.3199563301E-01  0.4978961567     -0.5329549042     -0.3052184981      0.7816583930    
         2 -0.1566362737     -0.9043398841E-01  0.3199563301E-01   4.738146763       5.832718221       3.366405585     -0.5142521947    
         2 -0.1566362737     -0.9043398841E-01  0.3199563301E-01   5.374526408       1.203339691      0.6916270323      0.8262707650    
         2 -0.1566362737     -0.9043398841E-01  0.3199563301E-01   5.399280764       7.752424068       4.476470693      0.2967104974    
         2 -0.1566362737     -0.9043398841E-01  0.3199563301E-01   6.263691607       1.826956729       1.058668260      -1.363939464    
         2 -0.1566362737     -0.9043398841E-01  0.3199563301E-01   6.319791756       1.252380150      0.7203385825      -2.100005466    
         3 -0.3132725474     -0.1808679768      0.6399126603E-01  0.6669699631     -0.5945409612     -0.3411227750       1.467733703    
         3 -0.3132725474     -0.1808679768      0.6399126603E-01   3.562322127       4.806819723       2.771649390     -0.6268402864    
         3 -0.3132725474     -0.1808679768      0.6399126603E-01   3.972390498       6.333481545       3.654382133      0.7425831372    
         3 -0.3132725474     -0.1808679768      0.6399126603E-01   5.096294803       1.679462834      0.9736452194       1.410783328    
         3 -0.3132725474     -0.1808679768      0.6399126603E-01   5.756897045       2.297880592       1.322824617      -2.000950701    
         3 -0.3132725474     -0.1808679768      0.6399126603E-01   5.835703968       2.494773712       1.443900549      -3.004483753    
         4 -0.4699088211     -0.2713019652      0.9598689904E-01  0.7317798513      0.6367978880      0.3675871422       1.353928800    
         4 -0.4699088211     -0.2713019652      0.9598689904E-01   2.663342456       5.578200906       3.221371280      0.8824644609    
         4 -0.4699088211     -0.2713019652      0.9598689904E-01   2.855064322       1.900011957       1.096854597     -0.2923238471E-01
         4 -0.4699088211     -0.2713019652      0.9598689904E-01   4.824135348       1.329256808      0.7654126620       1.765104598    
         4 -0.4699088211     -0.2713019652      0.9598689904E-01   5.133292328       3.233976890       1.866251952      -3.022288243    
         4 -0.4699088211     -0.2713019652      0.9598689904E-01   5.255532972       1.771703540       1.025204792      -2.193821529    
         5 -0.6265450948     -0.3617359536      0.1279825321      0.5466211760      0.9699419884      0.5634819412      0.4482871379    
         5 -0.6265450948     -0.3617359536      0.1279825321       1.689058496       3.707362120       2.140998211      0.7126767286    
         5 -0.6265450948     -0.3617359536      0.1279825321       2.932289836      -1.821244514      -1.055647153       1.270992727    
         5 -0.6265450948     -0.3617359536      0.1279825321       4.332248695       3.453868425       1.994121827      -2.683440387    
         5 -0.6265450948     -0.3617359536      0.1279825321       4.662824481      0.7320443275      0.4193209280       1.871046536    
         5 -0.6265450948     -0.3617359536      0.1279825321       4.888070266       1.028798056      0.5973872619      -2.089947005    
         6 -0.7831813685     -0.4521699420      0.1599781651      0.4623252440      0.1023042416E-03  0.1542664750E-04 -0.6468044558E-03
         6 -0.7831813685     -0.4521699420      0.1599781651       1.265876300     -0.1472474975E-03 -0.1016239103E-03 -0.4618148900E-03
         6 -0.7831813685     -0.4521699420      0.1599781651       3.451108520      0.9102287164E-04  0.1081356195E-03  0.4411798645E-03
         6 -0.7831813685     -0.4521699420      0.1599781651       3.632840039     -0.1503702857E-04 -0.4545001078E-04  0.5619901666E-03
         6 -0.7831813685     -0.4521699420      0.1599781651       4.636821605     -0.5323415293E-04  0.6104787278E-04  0.1083936038E-03
         6 -0.7831813685     -0.4521699420      0.1599781651       4.728791428      0.2111898895E-04 -0.3710097366E-04 -0.2138583672E-05
         7 -0.9398176422     -0.5426039304      0.1919737981      0.5466211518     -0.9700878061     -0.5634874006     -0.4469867731    
         7 -0.9398176422     -0.5426039304      0.1919737981       1.689058458      -3.707145538      -2.140825967     -0.7118341743    
         7 -0.9398176422     -0.5426039304      0.1919737981       2.932289794       1.821159481       1.055559145      -1.272120506    
         7 -0.9398176422     -0.5426039304      0.1919737981       4.332248594      -3.453916401      -1.994151005       2.682626693    
         7 -0.9398176422     -0.5426039304      0.1919737981       4.662824458     -0.7319814709     -0.4193928097      -1.871180916    
         7 -0.9398176422     -0.5426039304      0.1919737981       4.888070256      -1.028795928     -0.5973614536       2.089875093    
         8  -1.096453916     -0.6330379188      0.2239694311      0.7317798074     -0.6366604072     -0.3675772599      -1.354898297    
         8  -1.096453916     -0.6330379188      0.2239694311       2.663342369      -5.578406577      -3.221565623     -0.8831296998    
         8  -1.096453916     -0.6330379188      0.2239694311       2.855064260      -1.899914448      -1.096746807      0.3006140111E-01
         8  -1.096453916     -0.6330379188      0.2239694311       4.824135280      -1.329311517     -0.7653448796      -1.765020541    
         8  -1.096453916     -0.6330379188      0.2239694311       5.133292167      -3.233938572      -1.866224378       3.022923418    
         8  -1.096453916     -0.6330379188      0.2239694311       5.255532807      -1.771720014      -1.025226501       2.193904256    
         9  -1.253090190     -0.7234719072      0.2559650641      0.6669699635      0.5943753063      0.3410967637      -1.467492250    
         9  -1.253090190     -0.7234719072      0.2559650641       3.562322115      -4.806770793      -2.771608431      0.6267360645    
         9  -1.253090190     -0.7234719072      0.2559650641       3.972390496      -6.333420311      -3.654328304     -0.7421499509    
         9  -1.253090190     -0.7234719072      0.2559650641       5.096294810      -1.679406720     -0.9737172279      -1.410831374    
         9  -1.253090190     -0.7234719072      0.2559650641       5.756897070      -2.297854947      -1.322799706       2.000886573    
         9  -1.253090190     -0.7234719072      0.2559650641       5.835703958      -2.494801012      -1.443923493       3.004014795    
        10  -1.409726463     -0.8139058956      0.2879606971      0.4978961568      0.5331367368      0.3052365853     -0.7815766038    
        10  -1.409726463     -0.8139058956      0.2879606971       4.738146762      -5.832757028      -3.366439734      0.5141401856    
        10  -1.409726463     -0.8139058956      0.2879606971       5.374526412      -1.203402331     -0.6915506947     -0.8262623862    
        10  -1.409726463     -0.8139058956      0.2879606971       5.399280766      -7.752486671      -4.476520740     -0.2969791368    
        10  -1.409726463     -0.8139058956      0.2879606971       6.263691610      -1.826992606      -1.058700588       1.363955392    
        10  -1.409726463     -0.8139058956      0.2879606971       6.319791755      -1.252363959     -0.7203146090       2.100278125    
        11   0.000000000      0.1808679768      0.3199563301E-01  0.4978962685      0.2472967737E-02  0.6092112347      0.7819260904    
        11   0.000000000      0.1808679768      0.3199563301E-01   4.738148018     -0.2582373613E-02  -6.739767235     -0.5141303062    
        11   0.000000000      0.1808679768      0.3199563301E-01   5.374525899      0.2830825465E-02  -1.387492590      0.8262325370    
        11   0.000000000      0.1808679768      0.3199563301E-01   5.399281969     -0.7611129146E-03  -8.949471294      0.2966936362    
        11   0.000000000      0.1808679768      0.3199563301E-01   6.263689910     -0.1387338917E-02  -2.111123365      -1.364105679    
        11   0.000000000      0.1808679768      0.3199563301E-01   6.319791717     -0.5764996470E-03  -1.437931151      -2.100178755    
        12 -0.1566362737      0.9043398841E-01  0.6399126603E-01  0.5339700171     -0.4966080233      0.2829588306       1.519237291    
        12 -0.1566362737      0.9043398841E-01  0.6399126603E-01   4.807276521       5.608751533      -3.233893200      0.9120750480    
        12 -0.1566362737      0.9043398841E-01  0.6399126603E-01   5.236323773       7.678212314      -4.433888632      -2.841558220    
        12 -0.1566362737      0.9043398841E-01  0.6399126603E-01   5.312177548       1.486431379     -0.8598905798     -0.4642170825    
        12 -0.1566362737      0.9043398841E-01  0.6399126603E-01   6.362997517      0.4777066012     -0.2727110970      -1.555276531    
        12 -0.1566362737      0.9043398841E-01  0.6399126603E-01   6.368446251       1.329075518     -0.7684292977      0.7751589022    
        13 -0.3132725474       0.000000000      0.9598689904E-01  0.6827796384     -0.6672983397     -0.8308807527E-01   2.074793144    
        13 -0.3132725474       0.000000000      0.9598689904E-01   3.959289384       5.669028082      0.8813625811      0.2465762559    
        13 -0.3132725474       0.000000000      0.9598689904E-01   4.245452590       7.083630973      -1.358916977      -1.836050446    
        13 -0.3132725474       0.000000000      0.9598689904E-01   5.046890974       2.950261596      -1.086495409      0.5818732785    
        13 -0.3132725474       0.000000000      0.9598689904E-01   5.721391407       4.521172806       1.862347004      0.6917268541    
        13 -0.3132725474       0.000000000      0.9598689904E-01   6.201869093      0.8471808210       1.318469592      -3.169232526    
        14 -0.4699088211     -0.9043398841E-01  0.1279825321      0.8121979873      0.2850843904     -0.5636028409E-01   1.956850004    
        14 -0.4699088211     -0.9043398841E-01  0.1279825321       3.054609900       5.050719279       1.018369306     -0.4078149236    
        14 -0.4699088211     -0.9043398841E-01  0.1279825321       3.191237549       4.497831718       1.518995064     -0.6797736130E-01
        14 -0.4699088211     -0.9043398841E-01  0.1279825321       4.695402950       3.524890624      -1.997236202       1.473552932    
