# Written on  8Apr2024 at 15:16:03 
# Input file comment: k-mesh for interpolation of mp-1500
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
         1   0.000000000       0.000000000       0.000000000       5.478228167     -0.4015878952E-05 -0.8982222082E-04 -0.6092608126E-04
         1   0.000000000       0.000000000       0.000000000       5.478228430      0.5210228087E-05 -0.9624249329E-04 -0.9909327895E-04
         1   0.000000000       0.000000000       0.000000000       5.478229278     -0.9051231048E-04 -0.6625614045E-04 -0.8712988446E-04
         2 -0.8116111429E-01  0.8116111429E-01 -0.8116111429E-01   5.295014250       1.389741041      -1.389743206       1.389747638    
         2 -0.8116111429E-01  0.8116111429E-01 -0.8116111429E-01   5.392705091      0.9323009259     -0.3832337695      0.6850514841    
         2 -0.8116111429E-01  0.8116111429E-01 -0.8116111429E-01   5.392718727      0.4013177023     -0.9507824611      0.6486513861    
         3 -0.1623222383      0.1623222383     -0.1623222383       4.876236024       1.910503921      -1.910517081       1.910484080    
         3 -0.1623222383      0.1623222383     -0.1623222383       5.181078041       1.034693134      -1.112777587      0.8736949377    
         3 -0.1623222383      0.1623222383     -0.1623222383       5.181079428      0.9794729654     -0.9012968489       1.140371225    
         4 -0.2434833526      0.2434833526     -0.2434833526       4.415051028       1.802381405      -1.802364863       1.802381272    
         4 -0.2434833526      0.2434833526     -0.2434833526       4.930720100       1.244414391      -1.441508474      0.3169171056    
         4 -0.2434833526      0.2434833526     -0.2434833526       4.930720510      0.7574913910     -0.5603725881       1.684967646    
         5 -0.3246444669      0.3246444669     -0.3246444669       4.025954927       1.353509315      -1.353540381       1.353509238    
         5 -0.3246444669      0.3246444669     -0.3246444669       4.712056143      0.4448423727     -0.6732268824       1.183401017    
         5 -0.3246444669      0.3246444669     -0.3246444669       4.712056752       1.089491969     -0.8611146368      0.3508848245    
         6 -0.4058055909      0.4058055909     -0.4058055909       3.770547657      0.7217913305     -0.7217932356      0.7217993501    
         6 -0.4058055909      0.4058055909     -0.4058055909       4.567030247      0.2983389629     -0.2743570336      0.6577909024    
         6 -0.4058055909      0.4058055909     -0.4058055909       4.567030471      0.5219803917     -0.5459690612      0.1625437002    
         7 -0.4869667052      0.4869667052     -0.4869667052       3.681810361      0.2189510323E-04 -0.1641864201E-04 -0.6243008846E-05
         7 -0.4869667052      0.4869667052     -0.4869667052       4.516595029      0.1094389290E-04 -0.1655882363E-04 -0.2762145896E-05
         7 -0.4869667052      0.4869667052     -0.4869667052       4.516595350      0.3770460332E-04 -0.5835896592E-05 -0.1472964222E-04
         8 -0.5681278195      0.5681278195     -0.5681278195       3.770547562     -0.7218188689      0.7218367299     -0.7217976615    
         8 -0.5681278195      0.5681278195     -0.5681278195       4.567030362     -0.1341054940      0.5299086755     -0.5665574569    
         8 -0.5681278195      0.5681278195     -0.5681278195       4.567033358     -0.6862021589      0.2905453689     -0.2538464876    
         9 -0.6492889435      0.6492889435     -0.6492889435       4.025958924      -1.353525058       1.353500017      -1.353525373    
         9 -0.6492889435      0.6492889435     -0.6492889435       4.712057678     -0.8936007437      0.6230348240     -0.7848029300    
         9 -0.6492889435      0.6492889435     -0.6492889435       4.712060228     -0.6406727763      0.9112403472     -0.7494535405    
        10 -0.7304500578      0.7304500578     -0.7304500578       4.415050631      -1.802381222       1.802389815      -1.802344183    
        10 -0.7304500578      0.7304500578     -0.7304500578       4.930719903     -0.5176763357       1.592651756     -0.8925602996    
        10 -0.7304500578      0.7304500578     -0.7304500578       4.930720320      -1.484262720      0.4092194529      -1.109327523    
        11 -0.8116111721      0.8116111721     -0.8116111721       4.876235501      -1.910456712       1.910490955      -1.910440972    
        11 -0.8116111721      0.8116111721     -0.8116111721       5.181078061      -1.092276240      0.6624994023      -1.266430791    
        11 -0.8116111721      0.8116111721     -0.8116111721       5.181080721     -0.9219934023       1.351545637     -0.7476298675    
        12 -0.8927722961      0.8927722961     -0.8927722961       5.295013024      -1.389837427       1.389740410      -1.389882481    
        12 -0.8927722961      0.8927722961     -0.8927722961       5.392706373     -0.4102152642      0.9120194379     -0.6782324579    
        12 -0.8927722961      0.8927722961     -0.8927722961       5.392712717     -0.9234821719      0.4216848752     -0.6554202863    
        13  0.8116111429E-01  0.8116111429E-01  0.8116111429E-01   5.295013342      -1.389808147      -1.389792093      -1.389689891    
        13  0.8116111429E-01  0.8116111429E-01  0.8116111429E-01   5.392705293     -0.5811307976      -1.079506350     -0.3398513466    
        13  0.8116111429E-01  0.8116111429E-01  0.8116111429E-01   5.392712116     -0.7524977741     -0.2540573405     -0.9939186984    
        14   0.000000000      0.1623222286       0.000000000       5.123546791     -0.4342578751E-05  -3.606199620     -0.3701546393E-06
        14   0.000000000      0.1623222286       0.000000000       5.445008740      0.3357643044E-04 -0.3655805856      0.1420110409E-04
        14   0.000000000      0.1623222286       0.000000000       5.445009158      0.5172276544E-04 -0.3656174884      0.6227173446E-04
        15 -0.8116112403E-01  0.2434833526     -0.8116112403E-01   4.794002166      0.3969062976      -3.524640783      0.3969254300    
