H 0.0034009910593535593 0.004736867537156874 
H 0.0031425137310461906 0.004691648017507669 
H 0.0031389079135872603 0.004754118981359256 
H 0.0030738027421766513 0.004563887041070325 
H 0.00305611676029364 0.004727816669724149 
H 0.0031633884600445667 0.0045907428016692614 
H 0.0031037141011443533 0.00467189173811419 
H 0.003517351226156105 0.0048243367915255094 
H 0.002089588923333573 0.0025586657191701096 
H 0.001969026439502855 0.002393786835778251 
H 0.0019579847496108017 0.002362347330474564 
H 0.0019617478058673236 0.0023414339823219377 
H 0.0013455292617769413 0.001535058736590507 
H 0.0013626385420265823 0.0015190201742001088 
H 0.0013809364964163884 0.001490296744538776 
H 0.0012959352976124852 0.0014709106814274656 
H 0.0014002963539897053 0.0015036376501106113 
H 0.0012837375456287278 0.0014660252284092491 
H 0.0014030903789149691 0.0015608496003037375 
H 0.0013095082334533244 0.0014870026666621286 
H 0.0010940030449199242 0.001546535357518708 
H 0.0010592221633051308 0.001531164129724579 
H 0.001181652495676127 0.0016219054780014675 
H 0.001105349006808057 0.0015564533840394562 
Pb 0.10391765942027507 0.23787363659710026 
Pb 0.10444651056183962 0.23354830633259754 
Pb 0.10465606416456313 0.23236531793927667 
Pb 0.10375959409919394 0.23920137573559302 
C 0.0025961565090962466 0.0026541475277326743 
C 0.0024937584896996146 0.0025757220570271637 
C 0.002587714284890512 0.002693054498741387 
C 0.0024738887615105578 0.0025479220504479425 
Br 0.1585510063168348 0.0697776970715795 
Br 0.15893301115015496 0.06984004219155203 
Br 0.15846999494227826 0.07033534903302249 
Br 0.16017325908079555 0.06994719628085326 
Br 0.22597054926313784 0.0686091599595548 
Br 0.2324804185394561 0.0706789862748221 
Br 0.23287554974498081 0.07029386070867383 
Br 0.2279713735593085 0.06855376909071408 
Br 0.2285684341170908 0.06867789615441905 
Br 0.23226147688018667 0.07015636598785002 
Br 0.23236313225729396 0.07101109014553106 
Br 0.22615485001827007 0.06835254581859115 
N 0.003457245118711413 0.0044967710111437015 
N 0.0033848146218365322 0.004341699756899323 
N 0.0034919071247524656 0.004480173267636177 
N 0.0033648396687499965 0.004276697351013136 
